hit_id,particle_id,tx,ty,tz,tpx,tpy,tpz,weight,x,y,z,volume_id,layer_id,module_id
10484,711574032541032450,-98.9381,93.0865,-818.0,-0.526941,0.439074,-1.61096,8.21136e-06,-98.9278,93.0942,-818.0,7,10,95
10485,445880483646013440,-80.5175,85.5473,-818.0,-0.184557,0.138881,-1.55427,7.5909e-06,-80.501,85.5568,-818.0,7,10,95
10486,968283815489306624,-121.924,114.769,-818.0,-0.413072,0.32185,-2.54301,6.49837e-06,-121.936,114.759,-818.0,7,10,95
10487,954765251306323968,-81.8898,73.0091,-818.0,-0.423778,0.335872,-3.99124,6.63067e-06,-81.8911,73.0169,-818.0,7,10,95
10488,571962237917331456,-111.339,114.071,-818.0,-0.454501,0.53532,-3.61647,6.66268e-06,-111.343,114.065,-818.0,7,10,95
10489,315253691902853120,-83.6731,74.3465,-818.0,-0.11204,0.147246,-1.35578,7.24773e-06,-83.6574,74.3589,-818.0,7,10,95
10490,936748928651493376,-92.4303,89.8554,-818.0,-0.213159,0.259955,-2.11229,4.64308e-06,-92.4303,89.8494,-818.0,7,10,95
10491,468377865939845120,-80.5862,76.0964,-818.0,-0.201539,0.142057,-1.83296,5.21338e-06,-80.5813,76.0911,-818.0,7,10,95
10492,355790074295619585,-112.655,110.413,-818.0,-0.07936,0.174907,-0.166858,1.08299e-05,-112.653,110.414,-818.0,7,10,95
10493,837672829225795584,-92.165,98.5262,-818.0,-1.18666,1.21397,-10.1523,1.13441e-05,-92.1824,98.511,-818.0,7,10,95
10494,468375048441298944,-57.6136,38.4464,-817.5,-0.645839,0.455636,-9.36825,9.14837e-06,-57.6133,38.4556,-817.5,7,10,96
10495,743094763149852672,-27.861,28.1755,-817.5,-0.371239,0.393979,-11.1085,7.40785e-06,-27.86,28.1673,-817.5,7,10,96
10496,684557520001302528,-41.6406,27.416,-817.5,-1.16403,0.749038,-22.72,8.43604e-06,-41.6367,27.4405,-817.5,7,10,96
10497,639511421964517376,-38.8255,33.9334,-817.5,-0.901904,0.771164,-18.9465,7.85128e-06,-38.8421,33.9305,-817.5,7,10,96
10498,752103542952558592,-39.5167,38.9527,-817.5,-0.37177,0.343293,-7.35233,6.37894e-06,-39.4998,38.9635,-817.5,7,10,96
10499,954763395880452096,-25.5712,16.9469,-817.5,-1.66753,1.09484,-52.361,3.93982e-05,-25.5751,16.9445,-817.5,7,10,96
10500,117094414945353728,-29.8258,26.1177,-817.5,-1.46621,1.27298,-40.053,2.30504e-05,-29.8392,26.1098,-817.5,7,10,96
10501,67555849836429312,-53.5242,36.0886,-817.5,-0.222347,0.12902,-3.32882,5.75127e-06,-53.521,36.0782,-817.5,7,10,96
10502,153128503364026368,-29.1222,34.7644,-817.5,-0.282221,0.355723,-8.14074,3.88935e-06,-29.1102,34.7585,-817.5,7,10,96
10503,689051292743499776,-31.108,23.4016,-817.5,-0.338252,0.267093,-9.07888,6.96788e-06,-31.1238,23.3932,-817.5,7,10,96
10504,130605763583279104,-47.2865,47.2183,-817.5,-0.312359,0.339974,-5.6382,5.76156e-06,-47.302,47.2053,-817.5,7,10,96
10505,301751414235856896,-61.3966,45.0586,-817.5,-0.549029,0.426224,-7.3353,7.50644e-06,-61.4007,45.0438,-817.5,7,10,96
10506,644015914945085440,-47.3872,39.1995,-817.5,-0.702731,0.6018,-12.4557,7.40849e-06,-47.3805,39.1846,-817.5,7,10,96
10507,571961138405703680,-42.8094,36.2186,-817.5,-0.146731,0.145275,-3.01307,4.43669e-06,-42.816,36.2067,-817.5,7,10,96
10508,90080788640432128,-23.8188,23.6509,-817.5,-0.157768,0.142379,-5.27177,1.35552e-05,-23.8029,23.6501,-817.5,7,10,96
10509,94576004491640832,-56.3496,55.9785,-817.5,-0.459051,0.422271,-6.46475,7.41389e-06,-56.3366,55.9736,-817.5,7,10,96
10510,202665281766555648,-58.6168,43.9146,-817.5,-0.437899,0.357391,-6.28023,7.02197e-06,-58.6207,43.9188,-817.5,7,10,96
10511,950264194299592704,-41.1256,24.2417,-817.5,-0.215496,0.142664,-4.34874,3.88935e-06,-41.1251,24.2418,-817.5,7,10,96
10512,22530986117955584,-41.03,29.7798,-817.5,-0.179183,0.144743,-3.74105,5.03236e-06,-41.0585,29.774,-817.5,7,10,96
10513,211690622963154944,-70.184,59.6124,-817.5,-0.427466,0.402323,-5.23742,7.96118e-06,-70.1911,59.5872,-817.5,7,10,96
10514,328768064197754880,-63.5038,51.648,-817.5,-0.335369,0.302526,-4.49832,7.88745e-06,-63.51,51.6454,-817.5,7,10,96
10515,707072906798039040,-30.8554,33.472,-817.5,-0.151775,0.185694,-4.26548,3.48394e-06,-30.859,33.4904,-817.5,7,10,96
10516,445859524205608960,-67.3573,61.4958,-817.5,-0.355557,0.358528,-4.46884,6.80468e-06,-67.3588,61.508,-817.5,7,10,96
10517,761109986293055488,-44.4211,43.0939,-817.5,-0.389728,0.403285,-7.24645,6.77185e-06,-44.4084,43.09,-817.5,7,10,96
10518,968277630736400384,-35.1636,19.4659,-817.5,-0.605511,0.348326,-14.0585,9.13797e-06,-35.1457,19.4637,-817.5,7,10,96
10519,698058491998240768,-74.9954,64.595,-817.5,-0.276756,0.278183,-3.2544,6.96788e-06,-74.9945,64.6102,-817.5,7,10,96
10520,743102253572816896,-46.386,32.6814,-817.5,-0.657883,0.442999,-11.3676,9.28367e-06,-46.3918,32.6853,-817.5,7,10,96
10521,837670905080446976,-36.3375,33.0301,-817.5,-0.943973,0.875642,-21.1792,8.80945e-06,-36.3431,33.0455,-817.5,7,10,96
10522,292758577351753728,-26.0681,24.5481,-817.5,-1.33849,1.26801,-42.2259,2.78635e-05,-26.0761,24.5396,-817.5,7,10,96
10523,337776431683600384,-49.7893,50.417,-817.5,-2.07012,2.06445,-34.0742,3.02249e-05,-49.766,50.4276,-817.5,7,10,96
10524,954766350817951744,-39.4701,33.8388,-817.5,-0.676666,0.60309,-14.0706,5.76878e-06,-39.4768,33.815,-817.5,7,10,96
10525,99080016435871744,-30.332,15.4419,-817.5,-0.452001,0.242224,-12.3663,1.38322e-05,-30.342,15.4267,-817.5,7,10,96
10526,445859249327702016,-30.6188,24.6915,-817.5,-0.699912,0.578618,-18.7702,1.19874e-05,-30.6217,24.6739,-817.5,7,10,96
10527,247699903650725888,-34.8305,29.4555,-817.5,-0.173015,0.129017,-3.93782,4.47321e-06,-34.8278,29.4498,-817.5,7,10,96
10528,9009398277996544,-51.362,40.595,-817.5,-0.132015,0.0814833,-1.90878,6.34176e-06,-51.3451,40.598,-817.5,7,10,96
10529,860187941144625152,-28.2023,33.7237,-817.5,-0.333946,0.420921,-9.97286,5.51444e-06,-28.2135,33.7296,-817.5,7,10,96
10530,954764907708940288,-23.6286,26.7286,-817.5,-0.34503,0.37224,-11.4893,8.64573e-06,-23.6232,26.7187,-817.5,7,10,96
10531,878207012578525184,-77.5174,59.7609,-817.5,-0.248771,0.230524,-2.7913,5.03236e-06,-77.5306,59.7406,-817.5,7,10,96
10532,292741809799430144,-24.254,30.277,-817.5,-0.418198,0.504105,-13.9883,9.04521e-06,-24.266,30.2923,-817.5,7,10,96
10533,220684559358885888,-37.1906,29.1236,-817.5,-0.319256,0.265524,-7.14152,3.88935e-06,-37.1944,29.104,-817.5,7,10,96
10534,864699580950773760,-51.9649,46.937,-817.5,-1.51996,1.34817,-23.6434,3.08322e-05,-51.9816,46.928,-817.5,7,10,96
10535,58548375703781376,-21.5534,21.7704,-817.5,-0.273721,0.262878,-10.1138,1.35552e-05,-21.5462,21.7885,-817.5,7,10,96
10536,905225036946739201,-43.8989,46.0735,-817.5,-0.148068,0.0639028,-0.352519,7.53231e-06,-43.8998,46.0749,-817.5,7,10,96
10537,450360924809723904,-28.8217,15.4177,-817.5,-0.261585,0.150638,-7.5343,1.2457e-05,-28.8177,15.4399,-817.5,7,10,96
10538,535933921934704640,-66.3611,62.8806,-817.5,-0.268625,0.287003,-3.54561,4.06655e-06,-66.3482,62.8805,-817.5,7,10,96
10539,117097026285469696,-66.2768,45.742,-817.5,-0.32607,0.25208,-4.16146,5.55295e-06,-66.2763,45.7229,-817.5,7,10,96
10540,648525836764315648,-26.4653,20.2693,-817.5,-0.707145,0.529156,-21.4049,2.01094e-05,-26.4672,20.2708,-817.5,7,10,96
10541,517915812573478912,-59.7729,57.0771,-817.5,-0.690437,0.692308,-9.56116,9.16824e-06,-59.7694,57.0644,-817.5,7,10,96
10542,837677502150213632,-33.3177,24.0852,-817.5,-0.211041,0.136248,-4.93257,7.24773e-06,-33.3337,24.097,-817.5,7,10,96
10543,671042735389540352,-28.3964,19.132,-817.5,-0.409291,0.264268,-11.6029,1.2457e-05,-28.387,19.1489,-817.5,7,10,96
10544,873706024291270656,-35.5812,20.2711,-817.5,-0.804447,0.444762,-18.4305,1.47842e-05,-35.56,20.2778,-817.5,7,10,96
10545,27032180563640320,-59.5034,49.3518,-817.5,-0.229771,0.162589,-2.95753,9.85932e-06,-59.5018,49.3399,-817.5,7,10,96
10546,779127408459513856,-29.4571,26.7496,-817.5,-0.144542,0.116394,-3.82191,0.0,-29.4377,26.7531,-817.5,7,10,96
10547,220684353200455680,-27.1833,30.7957,-817.5,-0.163139,0.206027,-5.15467,7.24773e-06,-27.1671,30.7975,-817.5,7,10,96
10548,315253691902853120,-84.0026,74.7789,-822.0,-0.110941,0.145921,-1.35549,6.34176e-06,-84.0017,74.7909,-822.0,7,10,97
10549,468377865939845120,-81.0239,76.4056,-822.0,-0.199315,0.141793,-1.83274,3.88935e-06,-81.0209,76.4102,-822.0,7,10,97
10550,391816466116116480,-90.282,74.9678,-822.0,-0.192568,0.203906,-1.93499,7.5909e-06,-90.2931,74.9625,-822.0,7,10,97
10551,837671317397307392,-100.06,78.7735,-822.0,-0.649831,0.464419,-5.08901,9.15265e-06,-100.066,78.7718,-822.0,7,10,97
10552,40533702316392448,-121.752,93.7919,-822.0,-1.2067,0.985483,-8.2902,1.00417e-05,-121.753,93.791,-822.0,7,10,97
10553,693557228833079296,-98.1783,78.1666,-822.0,-0.155415,0.181011,-1.52477,3.34439e-06,-98.1682,78.1708,-822.0,7,10,97
10554,216173675466981376,-117.685,102.849,-822.0,-0.350588,0.370712,-2.71405,5.90016e-06,-117.697,102.836,-822.0,7,10,97
10555,954765251306323968,-82.3147,73.3447,-822.0,-0.424317,0.333669,-3.99075,5.38742e-06,-82.3235,73.3324,-822.0,7,10,97
10556,49540626693226496,-118.339,93.383,-822.0,-0.216406,0.232071,-1.70331,3.02482e-06,-118.348,93.3677,-822.0,7,10,97
10557,99080016435871744,-30.5152,15.5394,-822.5,-0.453275,0.240104,-12.3657,9.4059e-06,-30.502,15.5544,-822.5,7,10,98
10558,671042735389540352,-28.5728,19.2458,-822.5,-0.409372,0.263631,-11.6023,8.83317e-06,-28.5735,19.2398,-822.5,7,10,98
10559,0,-44.109,20.2393,-822.5,-312399.0,199013.0,-928871.0,0.0,-44.1034,20.2535,-822.5,7,10,98
10560,301751414235856896,-61.771,45.3484,-822.5,-0.54902,0.423525,-7.33495,6.7558e-06,-61.7904,45.342,-822.5,7,10,98
10561,968276325066342400,-71.9953,41.6623,-822.5,-1.32952,0.739384,-14.948,1.51667e-05,-71.9831,41.6777,-822.5,7,10,98
10562,873706024291270656,-35.7995,20.3917,-822.5,-0.804038,0.444102,-18.4297,1.06143e-05,-35.7918,20.3792,-822.5,7,10,98
10563,229684680507523072,-61.3091,35.8276,-822.5,-0.352806,0.187502,-4.67281,8.2161e-06,-61.2915,35.8295,-822.5,7,10,98
10564,225208980987707392,-36.8419,13.3945,-822.5,-0.187353,0.100981,-3.75246,5.1854e-06,-36.8379,13.3969,-822.5,7,10,98
10565,851180879328837632,-42.1834,22.6085,-822.5,-0.47751,0.272793,-9.57378,3.76998e-06,-42.1988,22.6048,-822.5,7,10,98
10566,950267973870813184,-77.7453,46.4838,-822.5,-0.284646,0.135317,-2.81837,8.2161e-06,-77.7364,46.4934,-822.5,7,10,98
10567,968277630736400384,-35.3794,19.5898,-822.5,-0.607796,0.34796,-14.0574,6.59965e-06,-35.3643,19.5895,-822.5,7,10,98
10568,743102253572816896,-46.6755,32.8762,-822.5,-0.658142,0.442501,-11.367,6.79697e-06,-46.6825,32.8585,-822.5,7,10,98
10569,355786638305001472,-85.0183,42.5271,-822.5,-0.588126,0.328846,-5.78877,4.56185e-06,-85.0298,42.5184,-822.5,7,10,98
10570,202665281766555648,-58.9654,44.2004,-822.5,-0.437676,0.360837,-6.27956,5.14109e-06,-58.9676,44.1986,-822.5,7,10,98
10571,837677502150213632,-33.5323,24.224,-822.5,-0.212179,0.137792,-4.93149,6.34176e-06,-33.5346,24.2151,-822.5,7,10,98
10572,22530986117955584,-41.2697,29.9729,-822.5,-0.180475,0.142368,-3.7406,3.48394e-06,-41.2718,29.9534,-822.5,7,10,98
10573,0,-48.7206,29.6043,-822.5,-129719.0,33015.1,-991001.0,0.0,-48.7303,29.5981,-822.5,7,10,98
10574,689051292743499776,-31.2941,23.5484,-822.5,-0.338037,0.266657,-9.07816,6.19367e-06,-31.2827,23.5388,-822.5,7,10,98
10575,337771690039705600,-63.9335,34.9488,-822.5,-0.371687,0.226424,-4.88024,5.03236e-06,-63.9476,34.9356,-822.5,7,10,98
10576,684557520001302528,-41.8969,27.5807,-822.5,-1.16526,0.747079,-22.7195,8.43604e-06,-41.8906,27.5765,-822.5,7,10,98
10577,409833682124144640,-35.8124,17.6365,-822.5,-0.253224,0.133424,-5.7407,6.19367e-06,-35.8206,17.6408,-822.5,7,10,98
10578,94582189244547072,-72.4499,40.5154,-822.5,-0.642441,0.331749,-7.25667,1.07662e-05,-72.4663,40.5078,-822.5,7,10,98
10579,211680315041644544,-64.2989,39.5503,-822.5,-0.575746,0.385577,-7.59758,1.03525e-05,-64.2904,39.5438,-822.5,7,10,98
10580,445859249327702016,-30.8053,24.8459,-822.5,-0.700292,0.580558,-18.7693,7.67945e-06,-30.8171,24.8368,-822.5,7,10,98
10581,954763395880452096,-25.7305,17.0514,-822.5,-1.66797,1.09435,-52.3596,2.8892e-05,-25.755,17.0435,-822.5,7,10,98
10582,747609426612977664,-41.2645,15.4621,-822.5,-0.397589,0.13872,-7.87776,2.68392e-06,-41.2499,15.4556,-822.5,7,10,98
10583,648525836764315648,-26.6305,20.3929,-822.5,-0.706822,0.527904,-21.4031,1.42594e-05,-26.6172,20.3866,-822.5,7,10,98
10584,364829846565552128,-59.0944,28.1425,-822.5,-0.564425,0.317108,-7.70621,9.0045e-06,-59.083,28.1429,-822.5,7,10,98
10585,707069058507341824,-45.2907,27.2683,-822.5,-0.706801,0.405036,-12.6964,5.655e-06,-45.2974,27.2598,-822.5,7,10,98
10586,247699903650725888,-35.0517,29.6183,-822.5,-0.17561,0.127089,-3.93723,2.68392e-06,-35.07,29.6128,-822.5,7,10,98
10587,9009398277996544,-51.7057,40.8085,-822.5,-0.130478,0.0812974,-1.90837,4.64308e-06,-51.7082,40.8056,-822.5,7,10,98
10588,589972444538732544,-80.3208,45.4036,-822.5,-0.361169,0.235679,-3.79089,5.76156e-06,-80.3253,45.3824,-822.5,7,10,98
10589,157626055677444096,-31.297,10.7719,-822.5,-0.344539,0.105149,-9.0801,9.21752e-06,-31.3185,10.777,-822.5,7,10,98
10590,450360924809723904,-28.9953,15.518,-822.5,-0.261733,0.15115,-7.53373,8.83317e-06,-29.007,15.5178,-822.5,7,10,98
10591,67555849836429312,-53.8593,36.2828,-822.5,-0.223793,0.129615,-3.32789,4.43669e-06,-53.8786,36.2714,-822.5,7,10,98
10592,117094414945353728,-30.0087,26.2765,-822.5,-1.46304,1.27164,-40.0508,1.66475e-05,-30.0029,26.2731,-822.5,7,10,98
10593,468375048441298944,-57.9587,38.6895,-822.5,-0.647092,0.455912,-9.36769,5.96633e-06,-57.9439,38.704,-822.5,7,10,98
10594,220684559358885888,-37.4154,29.3099,-822.5,-0.322877,0.267312,-7.1407,3.22733e-06,-37.429,29.2991,-822.5,7,10,98
10595,950264194299592704,-41.3727,24.4048,-822.5,-0.215346,0.141971,-4.34804,3.22733e-06,-41.3818,24.3912,-822.5,7,10,98
10596,954766350817951744,-39.7104,34.0532,-822.5,-0.674925,0.60445,-14.0701,5.76878e-06,-39.7088,34.0388,-822.5,7,10,98
10597,117097026285469696,-66.6695,46.0448,-822.5,-0.326944,0.251703,-4.16095,5.04813e-06,-66.6666,46.0431,-822.5,7,10,98
10598,517914300744990720,-100.396,59.2055,-818.0,-0.432885,0.216595,-3.39063,7.5909e-06,-100.39,59.2232,-818.0,7,10,99
10599,684552159882117120,-116.694,78.5176,-818.0,-0.332716,0.272327,-2.50447,6.34176e-06,-116.697,78.5153,-818.0,7,10,99
10600,252202678644375552,-121.439,84.0353,-818.0,-0.151205,0.0515889,-0.892273,3.48394e-06,-121.44,84.034,-818.0,7,10,99
10601,657527263583010816,-90.7984,57.5459,-818.0,-0.465173,0.258331,-4.02905,7.33406e-06,-90.788,57.5549,-818.0,7,10,99
10602,734096772304994304,-94.7662,65.0261,-818.0,-0.258855,0.138134,-2.09108,5.95815e-06,-94.7797,65.0165,-818.0,7,10,99
10603,153131595740479488,-102.741,65.6043,-818.0,-0.171422,0.157628,-1.55878,5.75127e-06,-102.732,65.6158,-818.0,7,10,99
10604,855687708771614720,-137.448,93.0191,-818.0,-0.226016,0.216042,-1.53704,5.21338e-06,-137.443,93.0296,-818.0,7,10,99
10605,828664736617857024,-140.277,101.017,-818.0,-0.367896,0.329619,-2.34385,6.34176e-06,-140.268,101.025,-818.0,7,10,99
10606,0,-101.391,65.7304,-818.0,515158.0,-74932.7,-853813.0,0.0,-101.387,65.7304,-818.0,7,10,99
10607,747600699239432192,-95.7301,52.2968,-822.0,-0.780446,0.468299,-6.80674,8.9405e-06,-95.7264,52.3177,-822.0,7,10,100
10608,801643551170494464,-120.815,68.6296,-822.0,-0.201196,0.159005,-1.48753,3.88935e-06,-120.81,68.6359,-822.0,7,10,100
10609,112594801047633920,-104.715,55.5919,-822.0,-0.505556,0.311248,-4.09471,7.26431e-06,-104.714,55.6066,-822.0,7,10,100
10610,517914300744990720,-100.906,59.4603,-822.0,-0.43268,0.215994,-3.39018,6.23538e-06,-100.91,59.4403,-822.0,7,10,100
10611,657527263583010816,-91.2599,57.8016,-822.0,-0.463964,0.256041,-4.0285,6.51916e-06,-91.2668,57.7891,-822.0,7,10,100
10612,153131595740479488,-103.18,66.0095,-822.0,-0.170474,0.159077,-1.55746,4.43669e-06,-103.167,66.02,-822.0,7,10,100
10613,671073315556687872,-100.201,52.2771,-822.0,-0.190325,0.137588,-1.66446,5.21338e-06,-100.191,52.2862,-822.0,7,10,100
10614,0,-98.0597,51.3341,-822.0,-156609.0,-18910.0,-987480.0,0.0,-98.0656,51.3313,-822.0,7,10,100
10615,873712002885746688,-141.229,71.4177,-822.0,-0.243395,0.0698582,-1.3249,3.48394e-06,-141.225,71.4218,-822.0,7,10,100
10616,801641695744622592,-77.2565,23.905,-818.0,-1.08181,0.362453,-11.5605,1.16786e-05,-77.2648,23.9132,-818.0,7,10,101
10617,752103886549942272,-61.5662,27.0723,-818.0,-0.20842,0.107184,-2.83634,5.03236e-06,-61.5599,27.0955,-818.0,7,10,101
10618,337771690039705600,-63.5906,34.74,-818.0,-0.37126,0.226777,-4.88099,6.19367e-06,-63.5873,34.7543,-818.0,7,10,101
10619,801652347263516672,-50.6659,15.9421,-818.0,-0.220805,0.0527024,-3.49243,7.5909e-06,-50.6825,15.9332,-818.0,7,10,101
10620,495399532423544832,-32.5898,8.49632,-818.0,-0.479553,0.114284,-12.0547,1.06451e-05,-32.5784,8.48835,-818.0,7,10,101
10621,225187884108349440,-69.9678,21.0572,-818.0,-0.412272,0.143153,-4.84407,6.34176e-06,-69.9772,21.057,-818.0,7,10,101
10622,409833682124144640,-35.615,17.5318,-818.0,-0.250557,0.13409,-5.74131,6.96788e-06,-35.5969,17.5319,-818.0,7,10,101
10623,950264194299592704,-41.1504,24.2581,-818.0,-0.214923,0.141903,-4.3487,3.22733e-06,-41.1422,24.2666,-818.0,7,10,101
10624,355786638305001472,-84.5621,42.272,-818.0,-0.586679,0.327547,-5.78966,5.70231e-06,-84.5739,42.2566,-818.0,7,10,101
10625,743103421803921408,-40.1146,14.2504,-818.0,-0.181366,0.0789105,-3.7965,4.06655e-06,-40.1117,14.2606,-818.0,7,10,101
10626,707069058507341824,-45.0405,27.1248,-818.0,-0.70544,0.405317,-12.6971,5.655e-06,-45.0389,27.1255,-818.0,7,10,101
10627,216177523757678592,-42.5553,9.65681,-818.0,-0.388069,0.076764,-7.46896,3.88935e-06,-42.5693,9.65015,-818.0,7,10,101
10628,202663357621207040,-64.2452,22.8861,-818.0,-2.49349,0.905078,-31.5936,2.75011e-05,-64.2355,22.9,-818.0,7,10,101
10629,103589594657718272,-45.7067,12.2793,-818.0,-0.56704,0.16717,-10.1304,5.60637e-06,-45.6878,12.2949,-818.0,7,10,101
10630,968277630736400384,-35.1852,19.4782,-818.0,-0.605992,0.348782,-14.0585,8.12264e-06,-35.2004,19.4783,-818.0,7,10,101
10631,99080016435871744,-30.3503,15.4517,-818.0,-0.452242,0.242043,-12.3662,1.16191e-05,-30.3565,15.4695,-818.0,7,10,101
10632,707081153135247360,-66.9125,30.7578,-818.0,-0.441916,0.176126,-5.27957,8.2161e-06,-66.905,30.7707,-818.0,7,10,101
10633,274722394768146432,-48.5788,14.3622,-818.0,-0.450139,0.150761,-7.67615,5.95815e-06,-48.5927,14.364,-818.0,7,10,101
10634,364829846565552128,-58.7638,27.9575,-818.0,-0.567648,0.315855,-7.7065,1.09742e-05,-58.775,27.9444,-818.0,7,10,101
10635,932245947499413504,-72.452,34.49,-818.0,-0.459877,0.241962,-5.29289,6.37186e-06,-72.4675,34.4819,-818.0,7,10,101
10636,873706024291270656,-35.6031,20.2832,-818.0,-0.804477,0.444602,-18.4305,1.21306e-05,-35.6031,20.2946,-818.0,7,10,101
10637,698060278704635904,-40.7516,8.99634,-818.0,-0.392392,0.0997611,-7.90049,4.17713e-06,-40.7641,9.01065,-818.0,7,10,101
10638,671042735389540352,-28.414,19.1434,-818.0,-0.40909,0.264466,-11.6029,1.06451e-05,-28.4046,19.1529,-818.0,7,10,101
10639,801651728788226048,-43.8884,10.9501,-818.0,-0.180752,0.0342013,-3.37288,3.02482e-06,-43.8912,10.9554,-818.0,7,10,101
10640,225208980987707392,-36.6143,13.274,-818.0,-0.191726,0.101035,-3.7544,6.62579e-06,-36.6135,13.2987,-818.0,7,10,101
10641,364829915285028864,-58.2534,22.5256,-818.0,-0.152964,0.0124047,-2.19157,9.21752e-06,-58.2405,22.5275,-818.0,7,10,101
10642,157626055677444096,-31.1263,10.719,-818.0,-0.344502,0.107928,-9.08072,1.35552e-05,-31.1157,10.6967,-818.0,7,10,101
10643,747599805886234624,-35.0921,10.3489,-818.0,-0.409569,0.13074,-9.62902,6.96788e-06,-35.0977,10.3437,-818.0,7,10,101
10644,896217631516786688,-41.6093,10.5676,-818.0,-0.294178,0.0638531,-5.58513,3.88935e-06,-41.6097,10.5515,-818.0,7,10,101
10645,734098352852959232,-91.628,43.4348,-818.0,-0.323662,0.121306,-2.78237,4.64308e-06,-91.6266,43.4461,-818.0,7,10,101
10646,864707277532168192,-90.5395,37.7538,-818.0,-2.17839,0.873761,-19.5252,1.75475e-05,-90.5378,37.7455,-818.0,7,10,101
10647,851180879328837632,-41.9588,22.48,-818.0,-0.477756,0.273441,-9.57433,5.44552e-06,-41.9404,22.4866,-818.0,7,10,101
10648,954763395880452096,-25.5871,16.9574,-818.0,-1.66729,1.0947,-52.3609,3.41451e-05,-25.598,16.9621,-818.0,7,10,101
10649,734105293520109568,-63.2599,21.3914,-818.0,-0.301867,0.0811449,-3.85764,5.95815e-06,-63.2667,21.4163,-818.0,7,10,101
10650,225194962214453248,-51.5267,13.7572,-818.0,-0.196269,0.0716434,-2.3088,5.1854e-06,-51.5298,13.7405,-818.0,7,10,101
10651,450360924809723904,-28.8391,15.4277,-818.0,-0.261542,0.150574,-7.53421,1.06451e-05,-28.8468,15.4394,-818.0,7,10,101
10652,337772033637089280,-72.764,25.2244,-818.0,-0.32936,0.140039,-3.81203,6.23538e-06,-72.7635,25.2418,-818.0,7,10,101
10653,747609426612977664,-41.0372,15.3836,-818.0,-0.398916,0.135613,-7.87842,4.47321e-06,-41.039,15.4024,-818.0,7,10,101
10654,797145036784402432,-43.3792,16.4704,-818.0,-0.239554,0.0703195,-4.40272,4.35402e-06,-43.3913,16.485,-818.0,7,10,101
10655,788131652776755200,-97.8489,44.7227,-818.0,-0.593801,0.238573,-4.82665,9.2525e-06,-97.8507,44.7084,-818.0,7,10,102
10656,842175123183108096,-103.82,42.6305,-818.0,-0.375467,0.119503,-2.86529,7.88745e-06,-103.809,42.6387,-818.0,7,10,102
10657,684549754700431360,-154.538,74.2169,-818.0,-0.48329,0.177126,-2.46126,3.59292e-06,-154.535,74.2186,-818.0,7,10,102
10658,103584440696963072,-138.85,53.9573,-818.0,-1.09972,0.378576,-6.37894,5.85932e-06,-138.848,53.956,-818.0,7,10,102
10659,4504630419521536,-98.9845,44.2977,-818.0,-0.632112,0.318391,-5.32925,8.44137e-06,-98.9903,44.2824,-818.0,7,10,102
10660,671073315556687872,-99.7435,51.9485,-818.0,-0.189918,0.135521,-1.66538,5.95815e-06,-99.7519,51.9427,-818.0,7,10,102
10661,166638477612417024,-147.863,58.8269,-818.0,-0.247121,0.149958,-1.48241,4.64308e-06,-147.87,58.814,-818.0,7,10,102
10662,950268661065580544,-131.768,63.1607,-818.0,-0.197481,0.0447089,-1.10784,8.94642e-06,-131.759,63.1785,-818.0,7,10,102
10663,364804420359159808,-126.465,47.8297,-818.0,-0.303754,0.0731686,-1.87215,5.21338e-06,-126.469,47.8341,-818.0,7,10,102
10664,324261990669221888,-98.7318,42.6276,-818.0,-0.493698,0.243634,-4.17996,5.88331e-06,-98.7265,42.6355,-818.0,7,10,102
10665,873712002885746688,-140.492,71.2058,-818.0,-0.244557,0.0703668,-1.32517,5.03236e-06,-140.501,71.1921,-818.0,7,10,102
10666,90076115716014080,-124.067,51.5442,-818.0,-0.339438,0.182618,-2.36883,4.64308e-06,-124.072,51.5309,-818.0,7,10,102
10667,671039368135180288,-126.01,34.3344,-822.0,-0.226971,0.0196996,-1.42209,3.02482e-06,-126.008,34.3499,-822.0,7,10,103
10668,864694426990018560,-133.856,43.6516,-822.0,-0.34699,0.159332,-2.21807,6.23538e-06,-133.855,43.6543,-822.0,7,10,103
10669,103584440696963072,-139.54,54.1945,-822.0,-1.10034,0.377603,-6.37829,5.85932e-06,-139.545,54.1798,-822.0,7,10,103
10670,445859318047178752,-164.608,62.0513,-822.0,-2.47491,0.875303,-12.1914,1.64138e-05,-164.606,62.052,-822.0,7,10,103
10671,517919179827838976,-115.7,30.5445,-822.0,-0.727012,0.150907,-5.0646,1.09762e-05,-115.708,30.5288,-822.0,7,10,103
10672,657533104738533376,-142.837,51.3723,-822.0,-0.350692,0.176089,-2.08094,5.75127e-06,-142.833,51.3795,-822.0,7,10,103
10673,747617191913848832,-126.696,46.6411,-822.0,-0.202603,0.120639,-1.47771,6.23538e-06,-126.694,46.656,-822.0,7,10,103
10674,364804420359159808,-127.114,47.9856,-822.0,-0.303988,0.0731142,-1.87151,3.88935e-06,-127.105,48.0065,-822.0,7,10,103
10675,364801740299567104,-153.328,51.5209,-822.0,-1.18626,0.448477,-6.36513,1.41704e-05,-153.33,51.523,-822.0,7,10,103
10676,0,-120.678,44.0478,-822.0,412261.0,-110803.0,-904303.0,0.0,-120.677,44.0592,-822.0,7,10,103
