event_id,particle_id,hit_id,volume_id,layer_id,module_id,x,y,z,tx,ty,tz,tpx,tpy,tpz,weight
1000,94580058940768256,34815,8,6,229,91.6402,-71.4686,-194.527,91.6424,-71.4649,-194.525,0.177318,-0.0945583,-0.343993,7.88745e-06
1000,94580058940768256,40734,8,8,188,144.017,-93.3396,-291.648,144.024,-93.3239,-291.647,0.191415,-0.0605864,-0.341933,5.75127e-06
1000,94580058940768256,69006,12,10,98,580.894,292.12,-1498.5,580.809,292.05,-1498.5,-0.0299361,0.186264,-0.341578,8.87338e-06
1000,94580058940768256,70491,12,12,92,570.981,135.518,-1218.5,570.517,135.407,-1218.5,0.0574612,0.189025,-0.337627,7.55881e-06
1000,94580058940768256,72780,13,2,258,236.121,-109.147,-452.92,236.111,-109.163,-452.771,0.196282,-0.00666499,-0.342183,4.43669e-06
1000,94580058940768256,79325,13,4,250,350.762,-92.6932,-655.286,350.766,-92.6856,-655.386,0.188156,0.0643912,-0.339611,4.43669e-06
1000,94580058940768256,85484,13,6,118,496.407,4.74245,-958.691,496.404,4.71475,-958.688,0.132996,0.147338,-0.338325,5.09398e-06
1000,94580127660244992,25274,8,2,167,25.8929,-19.8305,215.697,25.8934,-19.8294,215.706,0.384376,-0.282024,3.04706,0.0
1000,94580196379721728,24855,8,2,153,28.8649,12.701,159.085,28.8645,12.7021,159.097,0.574164,0.241402,3.00763,1.13333e-05
1000,94580196379721728,24892,8,2,154,30.2787,13.2959,166.506,30.279,13.2956,166.504,0.574391,0.240234,3.00764,1.01244e-05
1000,94580196379721728,32616,8,4,370,65.631,27.3553,350.523,65.6332,27.3508,350.798,0.580113,0.219003,3.00762,8.91549e-06
1000,94580196379721728,32904,8,4,402,66.0982,27.5248,353.21,66.0977,27.526,353.206,0.580582,0.21879,3.00748,7.70661e-06
1000,94580196379721728,32918,8,4,403,67.9741,28.2328,362.923,67.9751,28.2315,362.927,0.58127,0.21765,3.00738,6.64884e-06
1000,94580196379721728,47794,9,2,61,113.916,44.377,598.0,113.926,44.3576,598.0,0.590867,0.196371,3.00582,6.0444e-06
1000,94580196379721728,47809,9,2,62,114.713,44.6109,602.0,114.712,44.6181,602.0,0.589773,0.195802,3.00549,5.2133e-06
1000,94580196379721728,50772,9,4,61,133.602,50.7113,698.0,133.602,50.7037,698.0,0.592945,0.185052,3.0055,4.00442e-06
1000,94580196379721728,50789,9,4,62,134.393,50.9505,702.0,134.39,50.9498,702.0,0.590781,0.184425,3.00546,3.39998e-06
1000,94580196379721728,53810,9,6,61,157.255,57.8482,818.0,157.26,57.8264,818.0,0.593797,0.17156,3.00554,3.39998e-06
1000,94580196379721728,97935,14,2,93,236.589,77.9283,1215.5,236.21,77.8445,1215.5,0.601217,0.130719,3.00387,3.39998e-06
1000,94580196379721728,99300,14,4,93,292.203,88.8159,1495.5,292.043,88.7326,1495.5,0.599838,0.105127,3.00428,3.39998e-06
1000,94580196379721728,100649,14,6,93,352.011,98.2453,1795.5,352.158,98.2838,1795.5,0.600953,0.0858075,2.9977,4.30664e-06
1000,94580196379721728,101900,14,8,94,423.619,108.139,2154.5,423.358,108.09,2154.5,0.595526,0.0784682,2.99712,5.51552e-06
1000,94580196379721728,103069,14,10,94,501.76,118.663,2554.5,502.102,118.79,2554.5,0.582278,0.0877739,2.99831,6.19551e-06
1000,94580196379721728,104213,14,12,92,578.216,131.701,2948.5,577.788,131.574,2948.5,0.57012,0.107578,2.99993,6.79995e-06
1000,94580265099198464,21746,8,2,115,-16.9513,-26.7307,32.3904,-16.9515,-26.7306,32.3924,-0.0892907,-0.154424,0.142789,2.06456e-05
1000,94580265099198464,29786,8,4,230,-34.8369,-62.9067,64.3946,-34.8369,-62.9066,64.3936,-0.0684753,-0.165101,0.141144,1.51401e-05
1000,94580265099198464,37511,8,6,426,-48.7734,-105.699,100.363,-48.7821,-105.697,100.37,-0.0411777,-0.172747,0.141024,1.1011e-05
1000,94580265099198464,44267,8,8,718,-56.1144,-162.593,144.334,-56.0953,-162.597,144.334,-0.00577918,-0.179476,0.137394,6.19367e-06
1000,94580265099198464,75717,13,2,489,-41.6266,-262.158,222.371,-41.6378,-262.153,222.539,0.0533581,-0.165649,0.139593,8.94642e-06
1000,94580265099198464,75735,13,2,490,-43.7743,-255.284,216.92,-43.789,-255.281,216.831,0.050221,-0.167619,0.138679,6.19367e-06
1000,94580265099198464,82954,13,4,743,9.79671,-356.966,309.6,9.79057,-356.965,309.569,0.109227,-0.133625,0.139216,1.23873e-05
1000,94580265115979777,83731,13,4,860,209.177,-291.51,482.0,209.176,-291.51,482.281,0.11647,0.439662,0.0159318,0.0
1000,94580265132756993,111674,17,2,1867,774.77,256.52,509.6,774.769,256.524,513.625,0.317569,0.188977,0.0207419,0.0
1000,94580265132756993,116709,17,4,2366,938.83,398.414,531.2,938.823,398.439,526.07,0.235087,0.28329,0.0216324,0.0
1000,94580333818675200,24293,8,2,141,-12.5629,29.4377,80.9415,-12.5809,29.4314,80.9416,-0.247617,0.556081,1.40688,1.46203e-05
1000,94580333818675200,24332,8,2,142,-13.2671,30.9684,84.831,-13.2668,30.9686,84.8321,-0.247693,0.555742,1.40693,1.24937e-05
1000,94580333818675200,31880,8,4,315,-29.8059,66.212,174.905,-29.8085,66.2101,174.895,-0.268511,0.545102,1.40672,1.03671e-05
1000,94580333818675200,38888,8,6,563,-49.8859,104.636,275.194,-49.8863,104.635,275.193,-0.292603,0.531997,1.40638,8.50634e-06
1000,94580333818675200,45676,8,8,1001,-78.6002,153.561,406.513,-78.5995,153.562,406.517,-0.321196,0.514925,1.406,7.44305e-06
1000,94580333818675200,77432,13,2,674,-128.659,226.335,611.8,-128.67,226.33,611.581,-0.366188,0.482653,1.4046,5.44938e-06
1000,94580333818675200,84668,13,4,1056,-192.817,303.082,844.2,-192.828,303.077,843.892,-0.407883,0.442968,1.40549,4.38608e-06
1000,94580333818675200,98355,14,2,145,-310.03,412.961,1221.5,-310.262,413.322,1221.5,-0.462204,0.374916,1.40391,4.38608e-06
1000,94580333818675200,99721,14,4,146,-403.673,481.969,1495.5,-403.456,481.709,1495.5,-0.492222,0.326924,1.40563,4.38608e-06
1000,94580333818675200,119879,18,8,86,-638.955,606.617,2152.5,-641.319,609.107,2152.5,-0.51252,0.225759,1.41447,7.70887e-06
1000,94580333818675200,119882,18,8,87,-638.08,607.065,2147.5,-639.504,608.305,2147.5,-0.514561,0.228884,1.41471,5.98102e-06
1000,94580333818675200,119891,18,8,88,-639.345,607.094,2155.5,-642.406,609.586,2155.5,-0.513509,0.226024,1.41394,8.77217e-06
1000,94580402538151936,23480,8,2,128,-31.0056,8.57514,23.7807,-31.0055,8.57689,23.7879,-0.342354,0.104828,0.187357,1.35552e-05
1000,94580402538151936,30613,8,4,255,-68.6033,21.195,44.5988,-68.6037,21.1922,44.5975,-0.334947,0.124199,0.187711,1.13863e-05
1000,94580402538151936,37355,8,6,414,-109.853,38.4459,68.374,-109.853,38.4476,68.3757,-0.322963,0.148743,0.18962,9.21752e-06
1000,94580402538151936,44139,8,8,698,-160.216,64.7953,98.9597,-160.216,64.7957,98.96,-0.306207,0.17904,0.190005,7.5909e-06
1000,94580402538151936,75569,13,2,477,-235.407,117.249,148.0,-235.408,117.249,147.91,-0.27325,0.223244,0.189072,4.06655e-06
1000,94580402538151936,75594,13,2,478,-230.276,113.096,144.4,-230.279,113.09,144.389,-0.275674,0.22102,0.188408,6.23538e-06
1000,94580402538151936,82794,13,4,724,-307.19,186.848,201.8,-307.205,186.828,201.513,-0.231967,0.265713,0.186877,4.06655e-06
1000,94580402538151936,89587,13,6,1084,-390.565,311.266,280.8,-390.579,311.253,281.096,-0.153275,0.314957,0.189111,4.06655e-06
1000,94580402538151936,95694,13,8,1517,-444.527,489.605,382.6,-444.507,489.618,382.156,-0.0455733,0.346915,0.18798,5.15097e-06
1000,94580402538151936,111746,17,2,1901,-435.174,694.713,489.8,-435.213,694.697,493.191,0.0793554,0.340834,0.185881,7.04869e-06
1000,94580402538151936,117272,17,4,2705,-273.508,981.583,672.4,-273.475,981.587,672.188,0.248653,0.242544,0.18879,8.13311e-06
1000,94580471257628672,444,7,2,33,29.0332,-69.7658,-1502.5,29.0108,-69.7732,-1502.5,0.0415762,-0.15945,-3.37918,6.45466e-06
1000,94580471257628672,1986,7,4,33,26.3812,-60.3582,-1302.5,26.3675,-60.3754,-1302.5,0.0476535,-0.158647,-3.37972,5.79264e-06
1000,94580471257628672,3890,7,6,33,23.3748,-51.0096,-1102.5,23.3643,-51.0015,-1102.5,0.0537413,-0.158004,-3.38028,4.88237e-06
1000,94580471257628672,3927,7,6,36,23.2873,-50.7765,-1098.0,23.2939,-50.7897,-1098.0,0.0525276,-0.160491,-3.3807,3.55834e-06
1000,94580471257628672,6147,7,8,33,21.0998,-44.3414,-962.5,21.1042,-44.341,-962.5,0.0566872,-0.160479,-3.38067,3.22733e-06
1000,94580471257628672,6236,7,8,36,21.0193,-44.109,-958.0,21.0281,-44.1271,-958.0,0.0571894,-0.160917,-3.3818,3.22733e-06
1000,94580471257628672,8835,7,10,33,18.6791,-37.7133,-822.5,18.6728,-37.7094,-822.5,0.0608246,-0.159653,-3.38185,3.22733e-06
1000,94580471257628672,8915,7,10,36,18.5974,-37.4774,-818.0,18.5911,-37.4978,-818.0,0.0621975,-0.158682,-3.38234,3.88935e-06
1000,94580471257628672,11758,7,12,33,16.4076,-32.0988,-702.5,16.4227,-32.1022,-702.5,0.0652072,-0.157478,-3.38237,5.21338e-06
1000,94580471257628672,11843,7,12,36,16.3347,-31.8711,-698.0,16.3348,-31.8921,-698.0,0.0666305,-0.157924,-3.38296,6.78567e-06
1000,94580471257628672,11964,7,12,39,16.3846,-32.0795,-702.0,16.4131,-32.0789,-702.0,0.0655466,-0.157822,-3.38239,5.95815e-06
1000,94580471257628672,14794,7,14,33,14.4241,-27.4408,-602.5,14.4135,-27.4456,-602.5,0.0694585,-0.157013,-3.38301,8.1097e-06
1000,94580471257628672,14898,7,14,36,14.3157,-27.2368,-598.0,14.3201,-27.2375,-598.0,0.0717233,-0.156604,-3.38354,1.07578e-05
1000,94580471257628672,15010,7,14,39,14.3835,-27.4268,-602.0,14.4033,-27.4225,-602.0,0.0688804,-0.156611,-3.38308,9.43373e-06
1000,94580539977105408,587,7,2,44,65.9004,-42.4069,-1502.5,65.9102,-42.3908,-1502.5,0.668196,-0.40595,-14.9241,8.67952e-06
1000,94580539977105408,2161,7,4,44,57.0058,-36.8977,-1302.5,56.9916,-36.9122,-1302.5,0.663552,-0.410626,-14.9247,7.8529e-06
1000,94580539977105408,4026,7,6,42,47.9403,-31.2462,-1097.5,47.9204,-31.2504,-1097.5,0.65845,-0.415168,-14.9268,5.16638e-06
1000,94580539977105408,4075,7,6,44,48.1278,-31.3986,-1102.5,48.141,-31.3894,-1102.5,0.658569,-0.41419,-14.9263,6.81963e-06
1000,94580539977105408,6356,7,8,42,41.7496,-27.3396,-957.5,41.7623,-27.3426,-957.5,0.654481,-0.416901,-14.9276,4.33976e-06
1000,94580539977105408,6421,7,8,44,42.0025,-27.4691,-962.5,41.9816,-27.4825,-962.5,0.655347,-0.418077,-14.9269,4.33976e-06
1000,94580539977105408,9053,7,10,42,35.6164,-23.4164,-817.5,35.6343,-23.4191,-817.5,0.652697,-0.418462,-14.9283,5.993e-06
1000,94580539977105408,9114,7,10,44,35.8376,-23.5739,-822.5,35.8529,-23.5595,-822.5,0.652145,-0.419866,-14.9277,4.33976e-06
1000,94580539977105408,9183,7,10,47,35.6366,-23.4474,-818.0,35.6562,-23.4331,-818.0,0.653086,-0.418125,-14.9282,4.33976e-06
1000,94580539977105408,12024,7,12,42,30.4296,-20.0386,-697.5,30.4044,-20.0441,-697.5,0.649936,-0.417843,-14.9289,9.50614e-06
1000,94580539977105408,12066,7,12,44,30.6225,-20.2022,-702.5,30.6217,-20.1845,-702.5,0.649612,-0.421238,-14.9284,7.43959e-06
1000,94580539977105408,12149,7,12,47,30.4122,-20.0386,-698.0,30.4262,-20.0581,-698.0,0.648691,-0.418124,-14.9289,8.26621e-06
1000,94580539977105408,15074,7,14,42,26.0577,-17.2252,-597.5,26.0571,-17.2389,-597.5,0.648754,-0.418908,-14.9298,1.44659e-05
1000,94580539977105408,15117,7,14,44,26.2885,-17.3704,-602.5,26.2741,-17.3791,-602.5,0.648183,-0.419941,-14.929,1.11594e-05
1000,94580539977105408,15183,7,14,47,26.0795,-17.2698,-598.0,26.0788,-17.2529,-598.0,0.648884,-0.418064,-14.9297,1.28126e-05
1000,94581158452396032,22526,8,2,121,31.1155,6.2639,31.0169,31.1142,6.2676,31.0161,0.809319,0.172608,0.629475,1.90084e-05
1000,94581158452396032,30131,8,4,241,69.4536,15.0683,60.8541,69.4539,15.067,60.8619,0.804237,0.196712,0.628054,1.62435e-05
1000,94581158452396032,30164,8,4,242,71.1415,15.482,62.1798,71.142,15.481,62.1804,0.803933,0.197685,0.628054,1.34787e-05
1000,94581158452396032,37719,8,6,444,112.551,26.3474,94.6192,112.551,26.3468,94.6196,0.79722,0.222528,0.627151,1.10594e-05
1000,94581158452396032,43919,8,8,667,167.682,42.9492,138.242,167.683,42.9479,138.241,0.78708,0.255029,0.626526,9.67699e-06
1000,94581158452396032,75849,13,2,502,253.179,73.8089,207.2,253.18,73.8061,207.202,0.766518,0.307068,0.625572,7.08494e-06
1000,94581158452396032,83048,13,4,759,342.635,113.374,281.4,342.636,113.366,281.33,0.741387,0.360917,0.62571,5.70251e-06
1000,94581158452396032,89808,13,6,1136,467.888,182.575,389.8,467.889,182.568,389.99,0.697503,0.436123,0.626749,5.70251e-06
1000,94581158452396032,95867,13,8,1588,601.161,277.222,514.4,601.154,277.25,514.643,0.639973,0.514855,0.626805,7.77616e-06
1000,94581158452396032,95874,13,8,1589,596.043,273.123,509.6,596.036,273.145,509.638,0.642036,0.512444,0.626787,5.70251e-06
1000,94581158452396032,111929,17,2,1990,723.367,388.067,645.0,723.363,388.078,640.658,0.576732,0.586488,0.622812,1.00226e-05
1000,94581158452396032,117463,17,4,2826,861.684,552.124,807.8,861.688,552.114,803.506,0.48119,0.664243,0.623988,1.1405e-05
1000,94581708208209920,23409,8,2,128,-31.1034,6.84201,64.5529,-31.1034,6.84113,64.5499,-0.20044,0.0529876,0.374236,1.4789e-05
1000,94581708208209920,31399,8,4,287,-69.2984,19.9495,137.963,-69.2987,19.9475,137.954,-0.190076,0.0782946,0.374712,1.21598e-05
1000,94581708208209920,38938,8,6,570,-110.158,39.6478,220.281,-110.159,39.6472,220.277,-0.17954,0.101572,0.373531,9.53067e-06
1000,94581708208209920,45423,8,8,931,-156.042,70.8312,321.62,-156.042,70.8307,321.618,-0.160299,0.128578,0.373347,7.88745e-06
1000,94581708208209920,77182,13,2,637,-219.332,136.344,486.2,-219.348,136.325,486.056,-0.121953,0.164014,0.37178,5.75127e-06
1000,94581708208209920,84454,13,4,1002,-271.007,235.827,690.8,-271.025,235.812,690.802,-0.0616175,0.192548,0.37218,4.43669e-06
1000,94581708208209920,91402,13,6,1626,-280.506,418.385,1031.97,-280.553,418.364,1031.85,0.0406588,0.195064,0.372584,5.09398e-06
1000,94581708208209920,91404,13,6,1627,-282.004,411.308,1018.3,-281.982,411.32,1018.42,0.037739,0.195803,0.37263,4.43669e-06
1000,94581708208209920,98324,14,2,141,-248.649,510.115,1215.5,-248.496,509.808,1215.5,0.087344,0.172166,0.374503,7.55881e-06
1000,94581708208209920,99656,14,4,135,-162.401,620.925,1495.5,-162.432,621.056,1495.5,0.139427,0.122916,0.376751,8.87338e-06
1000,94581914366640128,856,7,2,66,38.3783,39.5837,-1502.5,38.3791,39.5934,-1502.5,0.265991,0.136375,-5.67844,1.72538e-05
1000,94581914366640128,885,7,2,68,38.1784,39.5045,-1498.0,38.1682,39.4861,-1498.0,0.266827,0.135014,-5.6789,8.6269e-06
1000,94581914366640128,2518,7,4,66,28.962,34.9031,-1302.5,28.9456,34.9117,-1302.5,0.268493,0.130887,-5.67896,8.6269e-06
1000,94581914366640128,2553,7,4,68,28.7146,34.8138,-1298.0,28.7326,34.8079,-1298.0,0.268028,0.131204,-5.6795,2.87563e-05
1000,94581914366640128,2588,7,4,71,28.927,34.9078,-1302.0,28.9219,34.9002,-1302.0,0.269055,0.131168,-5.67896,1.72538e-05
1000,94582051805593600,701,7,2,54,163.558,-11.7412,-1498.0,163.549,-11.758,-1498.0,0.526024,-0.0761466,-4.8818,3.42926e-06
1000,94582051805593600,2318,7,4,54,141.929,-8.8392,-1298.0,141.934,-8.83388,-1298.0,0.528959,-0.0665337,-4.88216,3.42926e-06
1000,94582051805593600,4260,7,6,54,120.233,-6.33452,-1098.0,120.241,-6.34449,-1098.0,0.531695,-0.0575683,-4.88268,3.42926e-06
1000,94582051805593600,6627,7,8,54,104.984,-4.77865,-958.0,104.973,-4.79997,-958.0,0.533679,-0.0508222,-4.88338,4.13269e-06
1000,94582051805593600,9303,7,10,52,89.6012,-3.46571,-817.5,89.6035,-3.4544,-817.5,0.535216,-0.0435637,-4.88385,5.53957e-06
1000,94582051805593600,12307,7,12,52,76.4395,-2.48002,-697.5,76.4451,-2.45772,-697.5,0.535838,-0.0382781,-4.88435,6.33094e-06
1000,94582051805593600,15353,7,14,52,65.4765,-1.71752,-597.5,65.4745,-1.73817,-597.5,0.537346,-0.0308397,-4.88477,8.61711e-06
1000,94582051805593600,15418,7,14,55,66.0315,-1.74963,-602.5,66.0239,-1.77032,-602.5,0.536092,-0.0323445,-4.88442,7.21023e-06
1000,94582051805593600,17017,8,2,40,31.9648,-0.3628,-292.708,31.9642,-0.372515,-292.718,0.540025,-0.0115375,-4.88554,1.14309e-05
1000,94582051805593600,17034,8,2,41,33.9761,-0.417629,-310.919,33.9762,-0.417735,-310.92,0.539745,-0.0130938,-4.88552,1.0024e-05
1000,94582051805593600,63771,12,2,80,315.523,-38.4136,-2945.5,315.596,-38.4349,-2945.5,0.496706,-0.0831062,-4.88242,6.15508e-06
1000,94582051805593600,63785,12,2,83,315.695,-38.5012,-2948.5,315.901,-38.486,-2948.5,0.496279,-0.0836389,-4.88236,6.85851e-06
1000,94582051805593600,64980,12,4,80,274.175,-31.0416,-2545.5,274.568,-31.1193,-2545.5,0.506804,-0.0956772,-4.88257,3.78098e-06
1000,94582051805593600,65004,12,4,83,275.253,-31.1773,-2548.5,274.88,-31.178,-2548.5,0.506612,-0.0956751,-4.88252,5.18785e-06
1000,94582120525070336,3206,7,4,107,-171.221,25.3434,-1302.0,-171.22,25.3477,-1302.0,-0.559933,0.13768,-4.34025,4.18214e-06
1000,94582120525070336,5364,7,6,107,-145.317,19.4379,-1102.0,-145.323,19.4518,-1102.0,-0.563217,0.120546,-4.3409,4.18214e-06
1000,94582120525070336,7917,7,8,107,-127.125,15.7391,-962.0,-127.123,15.7465,-962.0,-0.565186,0.109599,-4.3414,5.19599e-06
1000,94582120525070336,10804,7,10,107,-108.841,12.4313,-822.0,-108.844,12.4125,-822.0,-0.56766,0.0979978,-4.34197,7.09696e-06
1000,94582120525070336,10821,7,10,108,-108.314,12.3405,-818.0,-108.321,12.3226,-818.0,-0.568038,0.0962434,-4.34252,8.11081e-06
1000,94582120525070336,13809,7,12,106,-92.567,9.76783,-697.5,-92.5698,9.78208,-697.5,-0.568887,0.0859306,-4.34867,9.88505e-06
1000,94582120525070336,16815,7,14,106,-79.4565,7.88338,-597.5,-79.4588,7.89496,-597.5,-0.572628,0.0784497,-4.34885,1.19128e-05
1000,94582120525070336,17571,8,2,64,-31.3565,2.35575,-231.203,-31.3565,2.35408,-231.202,-0.572058,0.0522047,-4.35066,1.39405e-05
1000,94582120525070336,64358,12,2,162,-380.595,94.8191,-2945.5,-381.135,94.9511,-2945.5,-0.558039,0.20913,-4.33297,7.35042e-06
1000,94582120525070336,64366,12,2,163,-382.351,95.3344,-2951.5,-381.907,95.241,-2951.5,-0.557377,0.210596,-4.33128,8.36428e-06
1000,94582120525070336,65581,12,4,165,-330.808,76.1206,-2548.5,-330.379,76.0348,-2548.5,-0.551328,0.204008,-4.3367,5.70292e-06
1000,94582120525070336,66879,12,6,165,-279.198,57.8409,-2148.5,-279.743,57.914,-2148.5,-0.552278,0.191749,-4.338,4.18214e-06
1000,94582189244547072,1365,7,2,100,-133.525,69.8228,-1502.0,-133.528,69.8205,-1502.0,-0.659841,0.294973,-7.25285,6.95318e-06
1000,94582189244547072,3100,7,4,100,-115.373,61.5435,-1302.0,-115.361,61.5441,-1302.0,-0.657348,0.305319,-7.25316,6.056e-06
1000,94582189244547072,5235,7,6,100,-97.3505,52.9934,-1102.0,-97.3577,52.9954,-1102.0,-0.651118,0.315327,-7.2543,6.056e-06
1000,94582189244547072,7722,7,8,98,-84.8929,46.8327,-962.5,-84.8759,46.8442,-962.5,-0.647751,0.32366,-7.25605,7.85037e-06
1000,94582189244547072,10578,7,10,98,-72.4663,40.5078,-822.5,-72.4499,40.5154,-822.5,-0.642441,0.331749,-7.25667,1.07662e-05
1000,94582189244547072,13625,7,12,98,-61.8325,34.9883,-702.5,-61.8453,34.9729,-702.5,-0.639868,0.338395,-7.2572,1.30092e-05
1000,94582189244547072,16604,7,14,98,-53.0459,30.2489,-602.5,-53.0626,30.2379,-602.5,-0.636121,0.346366,-7.25805,1.65979e-05
1000,94582189244547072,16691,7,14,101,-52.6686,30.0152,-598.0,-52.6681,30.0231,-598.0,-0.63707,0.347442,-7.25855,2.01867e-05
1000,94582189244547072,64335,12,2,159,-265.229,122.86,-2948.5,-264.713,122.674,-2948.5,-0.643492,0.246308,-7.25419,1.2112e-05
1000,94582189244547072,65548,12,4,159,-229.32,109.156,-2548.5,-228.903,108.976,-2548.5,-0.656679,0.25301,-7.25419,1.03176e-05
1000,94582670280884224,22323,8,2,120,31.0384,-7.99425,39.2829,31.0384,-7.99372,39.2816,0.23848,-0.0719445,0.252414,1.16131e-05
1000,94582670280884224,31021,8,4,271,69.0645,-21.4509,79.5674,69.0645,-21.4512,79.5715,0.231728,-0.0943159,0.250418,1.00647e-05
1000,94582670280884224,37684,8,6,439,108.31,-39.7917,122.707,108.311,-39.7897,122.701,0.221165,-0.117461,0.249302,8.5163e-06
1000,94582670280884224,37689,8,6,440,109.989,-40.6859,124.594,109.989,-40.6856,124.594,0.220817,-0.117982,0.249289,6.96788e-06
1000,94582670280884224,44388,8,8,736,156.499,-69.37,179.127,156.5,-69.3683,179.126,0.203612,-0.144105,0.249493,6.19367e-06
1000,94582670280884224,76288,13,2,537,224.742,-129.918,270.0,224.748,-129.91,269.912,0.167008,-0.184025,0.247768,5.03236e-06
1000,94582670280884224,83378,13,4,807,286.17,-218.167,377.8,286.172,-218.166,377.619,0.114128,-0.218653,0.248458,3.48394e-06
1000,94582670280884224,90102,13,6,1199,331.716,-372.388,540.8,331.715,-372.389,541.113,0.0232079,-0.245067,0.247758,3.48394e-06
1000,94582670280884224,96324,13,8,1767,292.404,-593.263,771.85,292.386,-593.268,771.706,-0.102022,-0.21644,0.248584,3.48394e-06
1000,94582670280884224,96325,13,8,1768,295.844,-585.745,763.2,295.847,-585.744,763.151,-0.098138,-0.219111,0.247914,3.48394e-06
1000,94582670280884224,96561,13,8,1869,290.658,-596.855,775.8,290.677,-596.849,775.83,-0.103844,-0.215501,0.248529,5.03236e-06
1000,94582670280884224,118160,18,2,24,-27.9301,-827.946,1214.5,-27.8013,-825.77,1214.5,-0.227233,-0.0234384,0.256687,6.19367e-06
1000,94582670280884224,118746,18,4,20,-259.4,-775.367,1494.5,-260.48,-778.504,1494.5,-0.190893,0.105174,0.263723,6.96788e-06
1000,94582739000360960,22542,8,2,121,28.6999,13.1729,58.1524,28.6931,13.1925,58.1476,0.280575,0.139065,0.509313,2.87563e-05
1000,94582739000360960,22585,8,2,122,29.8557,13.7696,60.2522,29.8552,13.7702,60.2589,0.280411,0.139926,0.509109,1.72538e-05
1000,94582739000360960,31113,8,4,275,64.3823,33.1501,125.17,64.3815,33.1512,125.17,0.26495,0.162292,0.510225,8.6269e-06
1000,94582739000360960,38337,8,6,499,100.914,57.6028,197.422,100.914,57.6021,197.43,0.250591,0.183166,0.509827,8.6269e-06
1000,94582739000360960,45305,8,8,905,144.68,93.9456,291.286,144.682,93.9431,291.288,0.226884,0.210054,0.509875,1.72538e-05
1000,94582739017142273,76269,13,2,536,196.572,-167.876,337.2,196.588,-167.862,336.629,-0.0577618,-0.236287,0.00581769,2.87563e-05
1000,94582739017142273,82969,13,4,745,103.697,-343.905,342.0,103.671,-343.908,341.633,-0.160852,-0.18001,0.00314917,1.72538e-05
1000,94582739017142273,89360,13,6,1030,-150.797,-476.452,345.6,-150.811,-476.445,346.033,-0.238494,-0.0294749,0.00282713,8.6269e-06
1000,94582739017142273,89368,13,6,1031,-140.807,-475.132,345.6,-140.808,-475.131,345.928,-0.238051,-0.0342983,0.00248427,8.6269e-06
1000,94582739017142273,120496,18,12,10,-732.885,-430.959,2947.5,-733.175,-431.143,2947.5,-0.124529,0.0868903,0.181289,1.72538e-05
1000,94582807719837696,46712,9,2,25,2.53856,-48.9971,598.0,2.52373,-49.0043,598.0,0.0967653,-0.43049,5.47506,1.64322e-05
1000,94582807719837696,46846,9,2,28,2.60309,-49.3259,602.0,2.59382,-49.3187,602.0,0.0955009,-0.43006,5.47437,1.31458e-05
1000,94582807719837696,49826,9,4,28,4.27524,-57.1898,702.0,4.29403,-57.1809,702.0,0.0889245,-0.431111,5.47395,9.85932e-06
1000,94582807719837696,52921,9,6,28,6.17327,-66.6492,822.0,6.18127,-66.6372,822.0,0.083451,-0.426452,5.47062,8.2161e-06
1000,94582807719837696,55785,9,8,28,8.23458,-77.5461,962.0,8.23418,-77.5573,962.0,0.0808574,-0.426556,5.47005,4.92966e-06
1000,94582807719837696,58217,9,10,28,10.1987,-88.4831,1102.0,10.2212,-88.479,1102.0,0.0754977,-0.425943,5.4697,4.92966e-06
1000,94582807719837696,60324,9,12,29,12.7796,-103.739,1298.0,12.767,-103.744,1298.0,0.0667337,-0.426132,5.46976,4.92966e-06
1000,94582807719837696,60331,9,12,30,12.822,-104.042,1302.0,12.8156,-104.056,1302.0,0.0660079,-0.426306,5.46914,8.2161e-06
1000,94582807719837696,62114,9,14,30,15.0475,-119.634,1502.0,15.0691,-119.635,1502.0,0.0572571,-0.425707,5.46767,9.85932e-06
1000,94582876439314432,24158,8,2,139,11.3259,29.9911,134.559,11.3266,29.9908,134.558,0.0381698,0.538999,1.81463,1.23694e-05
1000,94582876439314432,24255,8,2,140,11.4222,31.3409,139.095,11.4212,31.341,139.103,0.0377989,0.539502,1.81443,1.07201e-05
1000,94582876439314432,32294,8,4,343,13.4705,70.3076,270.298,13.4715,70.3074,270.295,0.0164339,0.539163,1.81373,9.07087e-06
1000,94582876439314432,32313,8,4,344,13.5237,72.1717,276.566,13.5265,72.1718,276.566,0.0150391,0.539411,1.81363,7.42162e-06
1000,94582876439314432,39561,8,6,662,13.7677,114.642,419.615,13.7762,114.642,419.616,-0.00904173,0.538123,1.81334,6.59699e-06
1000,94582876439314432,39848,8,6,715,13.7509,116.078,424.455,13.7509,116.078,424.455,-0.00945971,0.538366,1.81322,5.36006e-06
1000,94582876439314432,48339,9,2,81,11.3278,168.69,602.0,11.3316,168.691,602.0,-0.0406229,0.535192,1.81198,3.71081e-06
1000,94582876439314432,78105,13,2,790,-0.688364,262.581,922.2,-0.675697,262.578,922.157,-0.0945711,0.525043,1.81114,3.71081e-06
1000,94582876439314432,78109,13,2,791,0.455406,256.219,900.0,0.456158,256.219,900.215,-0.0917277,0.525328,1.81128,3.71081e-06
1000,94582876439314432,98226,14,2,128,-19.8,347.4,1218.5,-19.8028,347.467,1218.5,-0.138625,0.511033,1.81096,5.36006e-06
