hit_id,x,y,z,volume_id,layer_id,module_id,phi_rad,wedge_index
21565,-31.324700,-12.124900,6.423290,8,2,114,-2.772281,7
21536,-29.261000,-11.568200,12.930700,8,2,113,-2.765105,7
21441,-29.481800,-10.936700,13.060100,8,2,113,-2.786365,7
21635,-31.702200,-11.702200,13.579200,8,2,114,-2.787979,7
21593,-31.110300,-12.365000,13.776400,8,2,114,-2.763281,7
21507,-29.546600,-10.751300,15.864900,8,2,113,-2.792610,7
21579,-31.768900,-11.627600,17.237500,8,2,114,-2.790731,7
21438,-29.195000,-11.757000,21.857300,8,2,113,-2.758756,7
21422,-29.574500,-10.671400,22.652300,8,2,113,-2.795302,7
21615,-31.023300,-12.462400,23.314200,8,2,114,-2.759612,7
21599,-31.803400,-11.589000,24.908600,8,2,114,-2.792152,7
21466,-29.382500,-11.220600,24.960000,8,2,113,-2.776804,7
21656,-31.478900,-11.952200,27.012500,8,2,114,-2.778717,7
21502,-29.157100,-11.865400,27.925700,8,2,113,-2.755112,7
21484,-29.601400,-10.594600,29.507100,8,2,113,-2.797890,7
21556,-30.928400,-12.568500,29.775400,8,2,114,-2.755603,7
21433,-29.162000,-11.851400,30.152400,8,2,113,-2.755582,7
21642,-30.943700,-12.551500,31.305400,8,2,114,-2.756248,7
21605,-31.921100,-11.457200,32.369100,8,2,114,-2.796991,7
21414,-29.215200,-11.699000,35.266500,8,2,113,-2.760705,7
21519,-29.525000,-10.813000,35.290600,8,2,113,-2.790531,7
21440,-29.120900,-11.968900,37.480700,8,2,113,-2.751633,7
21647,-31.145600,-12.325400,37.859100,8,2,114,-2.764769,7
21589,-31.768600,-11.627900,38.736500,8,2,114,-2.790719,7
21659,-30.861400,-12.643600,39.330500,8,2,114,-2.752761,7
21505,-29.580800,-10.653300,43.736000,8,2,113,-2.795911,7
21499,-29.179200,-11.802000,43.793400,8,2,113,-2.757242,7
21617,-30.990900,-12.498600,46.323900,8,2,114,-2.758246,7
21638,-31.906900,-11.473100,47.690400,8,2,114,-2.796408,7
21412,-29.145500,-11.898600,51.910100,8,2,113,-2.753996,7
21572,-30.880200,-12.622600,55.612200,8,2,114,-2.753557,7
21424,-29.561300,-10.709200,60.587200,8,2,113,-2.794028,7
21672,-31.900400,-11.480300,66.241400,8,2,114,-2.796144,7
23562,-30.010900,-10.923300,80.378800,8,2,129,-2.792520,7
23629,-32.351000,-11.719100,86.805500,8,2,130,-2.794048,7
23579,-29.867700,-11.333100,92.124900,8,2,129,-2.778932,7
23583,-31.966900,-12.149200,98.858400,8,2,130,-2.778397,7
23565,-29.944600,-11.113000,117.198000,8,2,129,-2.786229,7
23576,-29.892100,-11.263300,121.065000,8,2,129,-2.781246,7
23564,-29.861400,-11.351000,121.370000,8,2,129,-2.778338,7
23540,-29.685400,-11.854500,123.454000,8,2,129,-2.761657,7
23608,-32.113900,-11.984600,129.767000,8,2,130,-2.784409,7
23624,-31.488400,-12.684900,131.816000,8,2,130,-2.758637,7
23559,-29.635800,-11.996100,134.958000,8,2,129,-2.756969,7
24533,-29.541500,-10.765800,145.883000,8,2,145,-2.792121,7
24543,-29.128900,-11.945800,147.912000,8,2,145,-2.752409,7
24608,-30.889900,-12.611700,156.862000,8,2,146,-2.753970,7
24575,-31.698900,-11.706000,157.466000,8,2,146,-2.787840,7
24591,-31.939900,-11.436100,163.635000,8,2,146,-2.797764,7
24548,-29.442500,-11.049000,181.120000,8,2,145,-2.782582,7
24546,-29.201600,-11.738100,190.381000,8,2,145,-2.759391,7
24593,-31.540600,-11.883200,194.504000,8,2,146,-2.781281,7
24607,-31.040700,-12.442800,202.240000,8,2,146,-2.760350,7
24541,-29.294000,-11.473800,205.846000,8,2,145,-2.768281,7
25110,-29.751400,-11.665700,209.635000,8,2,161,-2.767910,7
25157,-31.318600,-12.874900,217.756000,8,2,162,-2.751559,7
25118,-29.866900,-11.335400,218.119000,8,2,161,-2.778856,7
25149,-31.658900,-12.494000,223.525000,8,2,162,-2.765712,7
25156,-31.986000,-12.127800,232.771000,8,2,162,-2.779180,7
25138,-29.586300,-12.137700,246.738000,8,2,161,-2.752284,7
25148,-31.308300,-12.886500,261.412000,8,2,162,-2.751126,7
25525,-31.736400,-11.664000,340.995000,8,2,178,-2.789389,7
25776,-66.778600,-26.058700,-431.078000,8,4,2,-2.769541,7
26007,-67.059200,-24.278100,-402.195000,8,4,34,-2.794232,7
25998,-66.879800,-24.664600,-381.322000,8,4,34,-2.788277,7
25999,-66.438000,-25.616700,-357.308000,8,4,34,-2.773585,7
26307,-67.532200,-24.435000,-317.901000,8,4,66,-2.794420,7
26305,-67.638800,-24.205400,-301.755000,8,4,66,-2.797930,7
26300,-66.838000,-25.930900,-298.041000,8,4,66,-2.771503,7
26621,-65.716500,-27.171100,-253.952000,8,4,98,-2.749538,7
26617,-67.000000,-24.405600,-237.942000,8,4,98,-2.792269,7
27065,-66.695000,-26.239000,-210.173000,8,4,130,-2.766773,7
27062,-67.235300,-25.074800,-194.035000,8,4,130,-2.784628,7
27057,-66.839000,-25.928700,-143.961000,8,4,130,-2.771537,7
27675,-66.686400,-25.081500,-99.779900,8,4,162,-2.781848,7
27678,-66.962400,-24.486700,-95.162500,8,4,162,-2.791019,7
27707,-67.677800,-27.799200,-94.557200,8,4,163,-2.751847,7
27706,-67.744200,-27.708200,-93.433800,8,4,163,-2.753341,7
27680,-65.752400,-27.093900,-92.101100,8,4,162,-2.750734,7
27661,-65.776300,-27.042300,-91.113500,8,4,162,-2.751532,7
27677,-66.697700,-25.057100,-88.434400,8,4,162,-2.782225,7
28460,-66.606800,-26.429000,-63.604800,8,4,194,-2.763855,7
28490,-68.067300,-28.105200,-61.434900,8,4,195,-2.750013,7
28470,-67.301700,-24.931600,-56.877500,8,4,194,-2.786821,7
28458,-66.795200,-26.023000,-53.945800,8,4,194,-2.770089,7
28464,-67.384800,-24.752700,-52.534300,8,4,194,-2.789560,7
28472,-67.301800,-24.931600,-44.488000,8,4,194,-2.786822,7
28515,-68.144500,-27.999600,-43.116400,8,4,195,-2.751737,7
28442,-66.207100,-27.290200,-41.954600,8,4,194,-2.750618,7
28475,-66.529000,-26.596700,-35.185000,8,4,194,-2.761279,7
29649,-66.162600,-26.209900,4.203120,8,4,226,-2.764415,7
29685,-68.203700,-27.079200,4.371880,8,4,227,-2.763646,7
29638,-66.353700,-25.798300,7.212430,8,4,226,-2.770779,7
29645,-66.711500,-25.027400,18.141400,8,4,226,-2.782683,7
29641,-66.185400,-26.160800,37.248100,8,4,226,-2.765174,7
29630,-66.107400,-26.329100,38.730100,8,4,226,-2.762572,7
29689,-68.082000,-27.245800,39.979400,8,4,227,-2.760922,7
29661,-66.975600,-24.458200,41.204700,8,4,226,-2.791458,7
29662,-66.294900,-25.925000,51.148000,8,4,226,-2.768821,7
29629,-66.237300,-26.049000,54.197100,8,4,226,-2.766903,7
29643,-67.022500,-24.357300,61.047500,8,4,226,-2.793013,7
29626,-65.702600,-27.201100,63.667600,8,4,226,-2.749073,7
29635,-66.232100,-26.060200,66.449500,8,4,226,-2.766730,7
29627,-65.779800,-27.034800,68.429000,8,4,226,-2.751649,7
30707,-67.264800,-25.011100,76.170400,8,4,258,-2.785604,7
30724,-67.029600,-25.518000,77.430400,8,4,258,-2.777836,7
30720,-67.586600,-24.317800,77.754500,8,4,258,-2.796212,7
30712,-67.639300,-24.204300,84.316800,8,4,258,-2.797947,7
30716,-66.978700,-25.627700,87.829700,8,4,258,-2.776154,7
30713,-67.368900,-24.786900,93.509300,8,4,258,-2.789037,7
30721,-66.799500,-26.013800,96.508500,8,4,258,-2.770231,7
31482,-66.247400,-26.027400,147.064000,8,4,290,-2.767238,7
31477,-65.702800,-27.200600,147.418000,8,4,290,-2.749081,7
31473,-66.043400,-26.466900,149.438000,8,4,290,-2.760440,7
31493,-67.616000,-27.883700,151.631000,8,4,291,-2.750457,7
31486,-65.827700,-26.931700,151.919000,8,4,290,-2.753245,7
31494,-68.183400,-27.107000,154.091000,8,4,291,-2.763191,7
31488,-67.788000,-27.648300,156.426000,8,4,291,-2.754325,7
31481,-66.144900,-26.248100,209.292000,8,4,290,-2.763824,7
32026,-66.599100,-26.445500,210.768000,8,4,322,-2.763602,7
32041,-68.633800,-27.329800,217.381000,8,4,323,-2.762641,7
32429,-66.369000,-25.765200,280.658000,8,4,354,-2.771290,7
32428,-66.519300,-25.441500,302.527000,8,4,354,-2.776291,7
32424,-66.613300,-25.238900,336.441000,8,4,354,-2.779419,7
32427,-65.884900,-26.808300,345.200000,8,4,354,-2.755156,7
32776,-68.159700,-27.978800,357.680000,8,4,387,-2.752077,7
32765,-66.303000,-27.083600,420.240000,8,4,386,-2.753795,7
32766,-66.889600,-25.819600,420.274000,8,4,386,-2.773210,7
33032,-67.720300,-27.741000,429.690000,8,4,419,-2.752803,7
33027,-66.558500,-25.356900,429.785000,8,4,418,-2.777597,7
33034,-67.648300,-27.839600,433.508000,8,4,419,-2.751183,7
33028,-66.742300,-24.961000,472.468000,8,4,418,-2.783707,7
33272,-109.371000,-42.380800,-488.470000,8,6,4,-2.771912,7
33265,-107.547000,-41.850900,-480.594000,8,6,3,-2.770483,7
33262,-108.422000,-40.001700,-479.334000,8,6,3,-2.788141,7
33267,-110.041000,-41.319600,-477.621000,8,6,4,-2.782390,7
33264,-108.709000,-39.396800,-458.388000,8,6,3,-2.793909,7
33260,-108.819000,-39.163000,-437.288000,8,6,3,-2.796133,7
33518,-107.780000,-43.975400,-351.407000,8,6,56,-2.754200,7
33822,-109.715000,-41.836900,-304.204000,8,6,108,-2.777290,7
33815,-107.868000,-41.172900,-299.155000,8,6,107,-2.776964,7
34202,-109.679000,-40.964900,-250.756000,8,6,160,-2.784139,7
34189,-107.838000,-40.079200,-246.351000,8,6,159,-2.785752,7
34196,-107.793000,-43.954500,-235.455000,8,6,160,-2.754408,7
34204,-109.099000,-41.884800,-230.378000,8,6,160,-2.775029,7
34197,-109.734000,-40.878500,-227.996000,8,6,160,-2.784995,7
34192,-107.769000,-40.225300,-224.168000,8,6,159,-2.784353,7
34641,-109.283000,-42.520500,-181.882000,8,6,212,-2.770530,7
34646,-110.043000,-41.316800,-172.955000,8,6,212,-2.782418,7
34631,-108.229000,-40.409500,-169.869000,8,6,211,-2.784251,7
34642,-109.305000,-42.486300,-159.297000,8,6,212,-2.770870,7
34627,-107.605000,-41.727500,-156.698000,8,6,211,-2.771661,7
34647,-109.097000,-42.814900,-147.906000,8,6,212,-2.767614,7
34643,-109.613000,-41.998000,-147.808000,8,6,212,-2.775698,7
34636,-107.752000,-41.418700,-145.471000,8,6,211,-2.774616,7
34640,-110.149000,-41.148500,-143.291000,8,6,212,-2.784075,7
34625,-108.439000,-39.966100,-140.876000,8,6,211,-2.788481,7
34630,-108.286000,-40.290700,-140.752000,8,6,211,-2.785387,7
35141,-107.951000,-39.839400,-140.311000,8,6,263,-2.788048,7
35138,-107.837000,-40.082100,-140.137000,8,6,263,-2.785726,7
35157,-109.871000,-40.661300,-105.097000,8,6,264,-2.787140,7
35169,-107.952000,-43.702200,-103.780000,8,6,264,-2.756929,7
35145,-107.850000,-40.053200,-103.175000,8,6,263,-2.786001,7
35158,-109.097000,-41.888200,-93.769600,8,6,264,-2.774995,7
35164,-107.676000,-44.139700,-92.494500,8,6,264,-2.752555,7
35139,-107.333000,-41.146200,-92.212000,8,6,263,-2.775521,7
35810,-109.646000,-41.945400,-67.968600,8,6,316,-2.776217,7
35790,-107.779000,-41.361700,-66.858300,8,6,315,-2.775161,7
35816,-108.223000,-44.201500,-45.262600,8,6,316,-2.753840,7
35797,-109.282000,-42.522200,-30.054500,8,6,316,-2.770513,7
35811,-109.735000,-41.804000,-18.139500,8,6,316,-2.777612,7
35786,-107.804000,-41.308100,-17.656800,8,6,315,-2.775672,7
35799,-107.910000,-44.697200,-14.721900,8,6,316,-2.748898,7
36679,-108.520000,-42.802800,-0.184376,8,6,368,-2.765903,7
35814,-109.005000,-42.961700,-0.153126,8,6,316,-2.766160,7
35809,-110.406000,-40.740700,-0.096874,8,6,316,-2.788086,7
35787,-108.511000,-39.815200,-0.096874,8,6,315,-2.789922,7
36687,-109.964000,-40.514400,-0.071876,8,6,368,-2.788591,7
36666,-108.071000,-39.587500,-0.071876,8,6,367,-2.790462,7
36688,-107.901000,-43.783200,7.803120,8,6,368,-2.756120,7
36671,-107.897000,-39.955100,12.940700,8,6,367,-2.786942,7
36675,-109.736000,-40.875400,13.142900,8,6,368,-2.785026,7
36673,-108.414000,-42.970500,20.065600,8,6,368,-2.764232,7
36668,-108.016000,-39.703200,55.077900,8,6,367,-2.789354,7
36672,-107.173000,-41.484700,59.550600,8,6,367,-2.772272,7
36665,-107.852000,-40.049700,69.550700,8,6,367,-2.786035,7
37416,-108.311000,-40.237500,69.866300,8,6,419,-2.785894,7
36684,-109.764000,-40.830300,70.872400,8,6,368,-2.785470,7
37448,-110.229000,-41.021000,71.184800,8,6,420,-2.785329,7
37439,-108.869000,-43.177500,77.477600,8,6,420,-2.764020,7
37409,-107.981000,-40.934400,81.001200,8,6,419,-2.779242,7
37437,-109.875000,-41.583100,82.215500,8,6,420,-2.779794,7
37423,-107.960000,-40.979000,83.742100,8,6,419,-2.778816,7
37426,-107.985000,-40.925400,83.857300,8,6,419,-2.779327,7
37433,-109.746000,-41.787100,85.110500,8,6,420,-2.777780,7
37440,-109.876000,-41.580700,85.334400,8,6,420,-2.779816,7
37421,-107.947000,-41.005300,100.548000,8,6,419,-2.778564,7
37446,-109.757000,-41.770100,102.306000,8,6,420,-2.777949,7
37412,-108.030000,-40.831100,109.499000,8,6,419,-2.780229,7
37441,-110.013000,-41.363900,110.572000,8,6,420,-2.781953,7
37434,-109.942000,-41.476500,111.454000,8,6,420,-2.780844,7
37425,-107.616000,-41.705200,126.750000,8,6,419,-2.771876,7
37444,-109.332000,-42.443000,128.911000,8,6,420,-2.771297,7
37427,-107.780000,-41.357900,136.411000,8,6,419,-2.775195,7
37436,-109.513000,-42.155700,138.692000,8,6,420,-2.774138,7
38079,-107.762000,-40.240500,153.421000,8,6,471,-2.784208,7
38081,-107.914000,-39.919200,155.998000,8,6,471,-2.787286,7
38092,-109.726000,-40.891800,156.144000,8,6,472,-2.784865,7
38088,-109.873000,-40.657900,159.019000,8,6,472,-2.787174,7
38574,-108.393000,-40.064400,238.251000,8,6,523,-2.787546,7
38577,-108.009000,-40.875900,239.522000,8,6,523,-2.779802,7
38580,-108.579000,-39.671200,240.993000,8,6,523,-2.791294,7
38583,-109.963000,-41.444000,243.734000,8,6,524,-2.781166,7
38980,-107.468000,-40.859700,323.554000,8,6,575,-2.778268,7
38982,-108.006000,-43.616900,324.306000,8,6,576,-2.757782,7
39658,-107.881000,-39.988500,438.888000,8,6,679,-2.786622,7
39662,-109.752000,-40.849500,446.671000,8,6,680,-2.785281,7
39944,-159.093000,-64.653400,-488.236000,8,8,5,-2.755592,7
39943,-161.707000,-59.897400,-445.809000,8,8,5,-2.786855,7
39942,-161.305000,-60.628700,-423.254000,8,8,5,-2.782065,7
40237,-161.696000,-58.888900,-359.497000,8,8,83,-2.792328,7
40236,-159.243000,-63.353700,-352.671000,8,8,83,-2.762947,7
40587,-159.668000,-63.607900,-335.792000,8,8,161,-2.762487,7
40583,-159.031000,-64.765800,-307.237000,8,8,161,-2.754850,7
40959,-158.731000,-64.284800,-238.210000,8,8,239,-2.756790,7
40962,-162.140000,-58.081300,-227.127000,8,8,239,-2.797616,7
40958,-158.082000,-65.465000,-209.691000,8,8,239,-2.748973,7
41373,-158.749000,-65.279800,-191.694000,8,8,317,-2.751457,7
41369,-160.115000,-62.793500,-184.020000,8,8,317,-2.767848,7
41374,-160.119000,-62.787000,-154.238000,8,8,317,-2.767892,7
41370,-158.703000,-65.364200,-144.432000,8,8,317,-2.750900,7
41371,-159.652000,-63.636300,-142.585000,8,8,317,-2.762299,7
41811,-159.039000,-63.724000,-138.374000,8,8,395,-2.760499,7
41808,-159.841000,-62.264000,-76.320600,8,8,395,-2.770138,7
42401,-161.204000,-60.812900,-59.412800,8,8,473,-2.780858,7
42396,-158.650000,-65.460000,-42.494400,8,8,473,-2.750266,7
42397,-160.097000,-62.826100,-7.471820,8,8,473,-2.767633,7
42400,-161.552000,-60.178400,-5.553130,8,8,473,-2.785014,7
43049,-160.541000,-60.991000,9.828130,8,8,551,-2.778525,7
43048,-160.967000,-60.215000,25.353100,8,8,551,-2.783626,7
43050,-161.050000,-60.064800,51.103700,8,8,551,-2.784614,7
43678,-160.321000,-62.419900,105.837000,8,8,629,-2.770307,7
43683,-162.418000,-58.603200,115.559000,8,8,629,-2.795314,7
43677,-158.560000,-65.623700,123.301000,8,8,629,-2.749184,7
43682,-162.269000,-58.873800,125.988000,8,8,629,-2.793546,7
44206,-158.986000,-63.820300,150.714000,8,8,707,-2.759862,7
44201,-162.143000,-58.075700,164.603000,8,8,707,-2.797653,7
44204,-161.923000,-58.476800,174.668000,8,8,707,-2.795029,7
44205,-158.555000,-64.604000,191.521000,8,8,707,-2.754676,7
44683,-161.550000,-60.182500,238.837000,8,8,785,-2.784988,7
44681,-158.547000,-65.646600,269.278000,8,8,785,-2.749032,7
45116,-160.292000,-61.443200,281.428000,8,8,863,-2.775547,7
45118,-158.917000,-63.945300,292.045000,8,8,863,-2.759035,7
45117,-161.085000,-60.000200,317.834000,8,8,863,-2.785037,7
45470,-158.977000,-64.865500,369.651000,8,8,941,-2.754193,7
45471,-159.037000,-64.755500,396.499000,8,8,941,-2.754918,7
45747,-161.456000,-59.325000,425.062000,8,8,1019,-2.789468,7
45748,-160.098000,-61.796400,440.810000,8,8,1019,-2.773221,7
16943,-29.078200,-13.591200,-325.205000,8,2,33,-2.704362,8
16957,-30.216200,-14.109200,-287.935000,8,2,34,-2.704740,8
16953,-31.217400,-12.988300,-282.323000,8,2,34,-2.747319,8
16954,-30.252300,-14.068800,-280.464000,8,2,34,-2.706295,8
17191,-30.730900,-12.789700,-277.865000,8,2,50,-2.747213,8
17150,-28.650400,-13.314500,-273.294000,8,2,49,-2.706563,8
17148,-29.072000,-12.108700,-262.794000,8,2,49,-2.746937,8
17207,-29.798300,-13.833800,-262.295000,8,2,50,-2.706953,8
17164,-28.650400,-13.314500,-252.264000,8,2,49,-2.706563,8
17640,-30.199600,-14.127700,-181.198000,8,2,66,-2.704026,8
17637,-30.551600,-13.733700,-178.527000,8,2,66,-2.719134,8
17590,-29.074800,-13.600900,-174.404000,8,2,65,-2.704043,8
17668,-30.158900,-14.173300,-173.373000,8,2,66,-2.702269,8
17620,-30.287900,-14.028900,-171.422000,8,2,66,-2.707828,8
17611,-29.239800,-13.128900,-171.068000,8,2,65,-2.719564,8
17659,-30.361300,-13.946800,-167.772000,8,2,66,-2.710981,8
17616,-29.074800,-13.600900,-167.070000,8,2,65,-2.704043,8
17608,-29.107800,-13.506500,-164.857000,8,2,65,-2.707144,8
17639,-31.210600,-12.995800,-162.986000,8,2,66,-2.747037,8
17596,-29.140800,-13.412100,-160.651000,8,2,65,-2.710246,8
17658,-31.202400,-13.005100,-159.999000,8,2,66,-2.746690,8
17654,-31.150300,-13.063400,-159.713000,8,2,66,-2.744503,8
17582,-29.503800,-12.373700,-154.006000,8,2,65,-2.744480,8
17585,-29.535200,-12.283900,-151.368000,8,2,65,-2.747449,8
17610,-29.520300,-12.326700,-151.271000,8,2,65,-2.746035,8
17623,-30.499800,-13.791700,-147.749000,8,2,66,-2.716919,8
17609,-29.239800,-13.128900,-141.567000,8,2,65,-2.719564,8
17650,-30.337500,-13.973400,-139.518000,8,2,66,-2.709960,8
18206,-28.798900,-12.889700,-139.407000,8,2,81,-2.720756,8
18297,-29.849100,-13.777000,-137.225000,8,2,82,-2.709171,8
18238,-28.666900,-13.267300,-131.878000,8,2,81,-2.708138,8
18257,-29.720800,-13.920600,-130.353000,8,2,82,-2.703560,8
18227,-28.617400,-13.408900,-125.596000,8,2,81,-2.703414,8
18259,-30.533900,-13.010300,-110.406000,8,2,82,-2.738796,8
18186,-28.996900,-12.323400,-105.351000,8,2,81,-2.739730,8
18288,-30.498200,-13.050200,-95.006900,8,2,82,-2.737268,8
18289,-30.664400,-12.864200,-91.414900,8,2,82,-2.744376,8
18239,-28.963900,-12.417800,-89.890100,8,2,81,-2.736564,8
18285,-30.759300,-12.758000,-86.922400,8,2,82,-2.748420,8
18213,-29.029900,-12.229000,-86.730100,8,2,81,-2.742898,8
18241,-29.706500,-13.936600,-70.596000,8,2,82,-2.702934,8
18260,-29.725400,-13.915500,-70.578600,8,2,82,-2.703760,8
19265,-29.074800,-13.600900,-69.057100,8,2,97,-2.704043,8
19406,-30.539300,-13.747500,-68.819200,8,2,98,-2.718608,8
19215,-29.223300,-13.176100,-65.878300,8,2,97,-2.718010,8
19349,-30.540900,-13.745700,-49.057200,8,2,98,-2.718676,8
19204,-29.219300,-13.187500,-47.470300,8,2,97,-2.717635,8
19373,-30.838500,-13.412500,-47.095300,8,2,98,-2.731344,8
19240,-29.355300,-12.798500,-45.168000,8,2,97,-2.730454,8
19319,-31.209700,-12.996800,-37.344200,8,2,98,-2.746999,8
19293,-29.390800,-12.696900,-32.946900,8,2,97,-2.733806,8
19385,-30.801100,-13.454400,-30.871500,8,2,98,-2.729757,8
19290,-29.355300,-12.798500,-29.492800,8,2,97,-2.730454,8
19388,-31.196500,-13.011600,-28.878600,8,2,98,-2.746445,8
19418,-30.280300,-14.037400,-28.623300,8,2,98,-2.707502,8
19431,-31.069700,-13.153600,-28.537700,8,2,98,-2.741114,8
19195,-29.107800,-13.506500,-27.576100,8,2,97,-2.707144,8
19237,-29.516900,-12.336500,-27.224400,8,2,97,-2.745711,8
19276,-29.468700,-12.474100,-26.960700,8,2,97,-2.741163,8
19389,-30.118900,-14.218100,-25.599500,8,2,98,-2.700541,8
19224,-29.058300,-13.648100,-25.021800,8,2,97,-2.702494,8
19324,-30.790100,-13.466700,-20.465600,8,2,98,-2.729290,8
19205,-29.338800,-12.845700,-19.574000,8,2,97,-2.728897,8
19426,-30.698900,-13.568800,-16.721300,8,2,98,-2.725415,8
19214,-29.289300,-12.987300,-15.959200,8,2,97,-2.724229,8
19401,-31.035400,-13.192100,-15.504200,8,2,98,-2.739666,8
19210,-29.457400,-12.506400,-15.228100,8,2,97,-2.740096,8
19379,-31.207600,-12.999300,-9.834970,8,2,98,-2.746907,8
19453,-30.615900,-13.661600,-3.843150,8,2,98,-2.721882,8
19230,-29.272800,-13.034500,-3.462760,8,2,97,-2.722673,8
19348,-30.451000,-13.846300,-1.728130,8,2,98,-2.714831,8
19303,-29.178900,-13.302900,-1.728130,8,2,97,-2.713836,8
19412,-30.332300,-13.979200,0.296871,8,2,98,-2.709737,8
19228,-29.132000,-13.437100,0.296871,8,2,97,-2.709424,8
21398,-28.683400,-13.220100,0.321877,8,2,113,-2.709714,8
21544,-29.856800,-13.768300,0.321877,8,2,114,-2.709510,8
21511,-28.666900,-13.267300,5.778130,8,2,113,-2.708138,8
21606,-29.770600,-13.864800,5.778130,8,2,114,-2.705742,8
21504,-28.831900,-12.795400,6.365080,8,2,113,-2.723912,8
21621,-30.181900,-13.404400,6.497780,8,2,114,-2.723639,8
21461,-28.600900,-13.456100,11.329000,8,2,113,-2.701840,8
21500,-28.975400,-12.384900,11.512100,8,2,113,-2.737667,8
21562,-29.668600,-13.979000,11.774900,8,2,114,-2.701273,8
21682,-30.570600,-12.969200,12.125700,8,2,114,-2.740368,8
21516,-28.584400,-13.503300,16.758000,8,2,113,-2.700267,8
21445,-29.046400,-12.181800,17.355100,8,2,113,-2.744482,8
21596,-29.662300,-13.986100,17.595700,8,2,114,-2.700995,8
21614,-30.723300,-12.798300,18.440900,8,2,114,-2.746887,8
21397,-28.584400,-13.503300,19.750400,8,2,113,-2.700267,8
21473,-29.052500,-12.164600,21.088600,8,2,113,-2.745061,8
21561,-30.705700,-12.817900,21.808300,8,2,114,-2.746140,8
21525,-28.947400,-12.465000,25.584100,8,2,113,-2.734981,8
21587,-30.431400,-13.125000,26.988900,8,2,114,-2.734400,8
21539,-28.600900,-13.456100,31.968700,8,2,113,-2.701840,8
21586,-29.658300,-13.990600,33.007200,8,2,114,-2.700819,8
21626,-30.769800,-12.746200,33.338900,8,2,114,-2.748868,8
21495,-29.025500,-12.241800,34.508400,8,2,113,-2.742469,8
21534,-28.749400,-13.031300,37.805900,8,2,113,-2.716021,8
21652,-30.008800,-13.598200,39.615200,8,2,114,-2.716130,8
21404,-28.847600,-12.750500,39.974300,8,2,113,-2.725415,8
21597,-30.279400,-13.295200,41.442000,8,2,114,-2.727853,8
21453,-28.815400,-12.842500,41.453200,8,2,113,-2.722336,8
21535,-28.732900,-13.078500,42.496300,8,2,113,-2.714443,8
21594,-30.147700,-13.442600,43.505700,8,2,114,-2.722161,8
21673,-29.935300,-13.680500,44.794200,8,2,114,-2.712931,8
21489,-28.749400,-13.031300,51.395300,8,2,113,-2.716021,8
21655,-30.567300,-12.972900,51.420400,8,2,114,-2.740226,8
21548,-30.006000,-13.601200,53.516300,8,2,114,-2.716012,8
21443,-28.749400,-13.031300,57.365300,8,2,113,-2.716021,8
21567,-30.017400,-13.588500,59.694700,8,2,114,-2.716506,8
21531,-28.930200,-12.514400,61.064500,8,2,113,-2.733326,8
21434,-29.046400,-12.181800,63.137700,8,2,113,-2.744482,8
21527,-28.802600,-12.879100,65.368000,8,2,113,-2.721111,8
21508,-28.928700,-12.518500,66.287700,8,2,113,-2.733188,8
21464,-28.683400,-13.220100,66.814400,8,2,113,-2.709714,8
21580,-30.694100,-12.830900,66.883600,8,2,114,-2.745645,8
21571,-30.152200,-13.437600,68.404600,8,2,114,-2.722355,8
23610,-30.636200,-13.638900,69.498400,8,2,130,-2.722747,8
21611,-29.891500,-13.729400,69.538600,8,2,114,-2.711025,8
21545,-30.413400,-13.145100,69.761200,8,2,114,-2.733628,8
23596,-30.378400,-13.927600,70.634000,8,2,130,-2.711717,8
23612,-30.898900,-13.344800,70.893300,8,2,130,-2.733904,8
23575,-29.388300,-12.704100,76.778200,8,2,129,-2.733568,8
23630,-30.769300,-13.489900,79.230500,8,2,130,-2.728410,8
23568,-29.322300,-12.892900,84.477500,8,2,129,-2.727340,8
23588,-30.744300,-13.518000,89.131700,8,2,130,-2.727344,8
23543,-29.256300,-13.081700,97.806200,8,2,129,-2.721119,8
23620,-30.599900,-13.679600,102.530000,8,2,130,-2.721197,8
23546,-29.404800,-12.656900,109.397000,8,2,129,-2.735126,8
23589,-30.916000,-13.325700,114.584000,8,2,130,-2.734626,8
24570,-28.666900,-13.267300,140.076000,8,2,145,-2.708138,8
24585,-29.894800,-13.725700,145.208000,8,2,146,-2.711169,8
24553,-28.881400,-12.653800,152.977000,8,2,145,-2.728654,8
24557,-28.809900,-12.858300,155.712000,8,2,145,-2.721807,8
24602,-30.302000,-13.269900,161.033000,8,2,146,-2.728828,8
24576,-30.147900,-13.442400,162.366000,8,2,146,-2.722169,8
24534,-28.666900,-13.267300,167.138000,8,2,145,-2.708138,8
24574,-29.826700,-13.802000,173.840000,8,2,146,-2.708195,8
24569,-28.750600,-13.028000,179.442000,8,2,145,-2.716132,8
24540,-28.848400,-12.748200,186.064000,8,2,145,-2.725492,8
24526,-28.914400,-12.559400,203.971000,8,2,145,-2.731817,8
25159,-30.810100,-13.444300,216.814000,8,2,162,-2.730139,8
25119,-29.520300,-12.326500,251.577000,8,2,161,-2.746040,8
25133,-29.157300,-13.364900,260.106000,8,2,161,-2.711798,8
25146,-31.125200,-13.091500,265.642000,8,2,162,-2.743448,8
25160,-30.381300,-13.924300,271.214000,8,2,162,-2.711843,8
25127,-29.289300,-12.987300,280.278000,8,2,161,-2.724229,8
