event,particle_id,hit_id,layer,wedge_id,module_id,x,y,z,tpx,tpy,tpz,phi
1000,103586708439695360,35535,3,17,294,7.42042,8.94853,-13.3843,0.144652,0.228951,-0.30759,50.3333
1000,103586708439695360,41644,4,19,363,10.0989,13.9078,-19.7144,0.113609,0.246456,-0.305422,54.0154
1000,103586777159172096,22502,1,3,121,3.15631,0.498382,0.150312,1.18479,0.176399,0.129499,8.97293
1000,103586777159172096,30135,2,2,241,7.05838,1.04132,0.582958,1.18732,0.153034,0.131474,8.39229
1000,103586777159172096,30135,2,3,241,7.05838,1.04132,0.582958,1.18732,0.153034,0.131474,8.39229
1000,103586777159172096,37005,3,2,392,11.5561,1.57348,1.07844,1.18977,0.127694,0.131181,7.75372
1000,103586777159172096,43356,4,2,587,17.0449,2.08853,1.68594,1.19201,0.0952569,0.131944,6.98569
1000,103586845878648832,22442,1,7,121,2.94756,1.09544,0.215925,0.478282,0.18765,0.0667965,20.3872
1000,103586845878648832,22634,1,7,122,3.16269,1.17866,0.245937,0.477708,0.188937,0.0668865,20.4392
1000,103586845878648832,30168,2,7,242,6.62132,2.61009,0.740937,0.469213,0.206643,0.0687014,21.5141
1000,103586845878648832,37040,3,8,394,10.7039,4.51501,1.34844,0.45811,0.228997,0.0690652,22.8705
1000,103586845878648832,43378,4,8,591,15.6369,7.18059,2.0976,0.441739,0.258192,0.0678346,24.665
1000,103586914598125568,22048,1,99,117,0.502234,-3.15496,3.49968,0.275599,-1.79701,2.09913,279.045
1000,103586914598125568,30890,2,99,265,1.08349,-7.09909,8.10374,0.253906,-1.79903,2.09951,278.678
1000,103586914598125568,37570,3,98,431,1.67965,-11.573,13.3087,0.226977,-1.80427,2.0974,278.258
1000,103586914598125568,44308,4,98,724,2.3146,-17.0894,19.7202,0.191034,-1.80714,2.09775,277.713
1000,103586983317602304,23915,1,117,135,2.81117,-1.52261,8.13007,1.49509,-0.800804,4.41461,331.559
1000,103586983317602304,31671,2,117,302,6.33019,-3.37569,18.472,1.50754,-0.780189,4.41336,331.93
1000,103586983317602304,31671,2,118,302,6.33019,-3.37569,18.472,1.50754,-0.780189,4.41336,331.93
1000,103586983317602304,39125,3,118,594,10.1846,-5.33528,29.7031,1.52037,-0.759233,4.4118,332.352
1000,103586983317602304,39131,3,118,595,10.3599,-5.42255,30.2097,1.52083,-0.758162,4.41178,332.372
1000,103586983317602304,45861,4,118,1048,15.3631,-7.85417,44.6531,1.53567,-0.728189,4.41119,332.922
1000,103587052037079040,23799,1,100,133,0.778921,-3.11067,9.37788,0.496138,-2.01836,6.19583,284.058
1000,103587052037079040,32127,2,100,330,1.73468,-7.08219,21.5435,0.47494,-2.0254,6.19445,283.763
1000,103587052037079040,39064,3,100,587,2.67269,-11.1903,34.0834,0.451052,-2.0309,6.19359,283.433
1000,103587052037079040,39071,3,100,588,2.7185,-11.3941,34.7049,0.449925,-2.03091,6.19363,283.419
1000,103587120756555776,22225,1,115,119,2.61697,-1.81155,6.67179,0.460728,-0.30707,1.19229,325.308
1000,103587120756555776,31647,2,116,301,5.92842,-3.92469,15.1297,0.472129,-0.287797,1.1917,326.495
1000,103587120756555776,31670,2,116,302,6.09288,-4.02406,15.5436,0.472722,-0.28733,1.19153,326.557
1000,103587120756555776,38715,3,116,542,9.86082,-6.2192,24.9512,0.483888,-0.266866,1.19115,327.76
1000,103587120756555776,45556,4,117,969,14.8548,-8.76731,36.9731,0.501738,-0.237712,1.18941,329.451
1000,103587189476032512,23662,1,82,131,-2.05193,-2.5561,10.922,-0.303698,-0.394697,1.68635,231.244
1000,103587189476032512,32057,2,82,325,-4.37196,-5.71388,24.2147,-0.284866,-0.407428,1.68608,232.579
1000,103587258195509248,23892,1,116,135,2.7132,-1.7259,9.02468,0.417911,-0.254528,1.40296,327.539
1000,103587258195509248,31667,2,116,302,6.20246,-3.72466,20.5619,0.430559,-0.232181,1.40249,329.015
1000,103587258195509248,31667,2,117,302,6.20246,-3.72466,20.5619,0.430559,-0.232181,1.40249,329.015
1000,103587258195509248,39124,3,117,594,10.0468,-5.65778,32.8587,0.444268,-0.208834,1.40125,330.614
1000,103587258195509248,45857,4,118,1047,15.1619,-7.8741,48.8121,0.456367,-0.180032,1.40088,332.556
1000,103587945390276608,19636,1,89,100,-1.05684,-3.13891,-3.49594,-0.239708,-0.68163,-0.718293,251.392
1000,103587945390276608,27813,2,89,167,-2.4228,-6.81309,-7.3963,-0.262962,-0.672291,-0.718263,250.424
1000,103587945390276608,35238,3,88,270,-4.05074,-10.7587,-11.6582,-0.286244,-0.659513,-0.717507,249.368
1000,103587945390276608,35251,3,88,271,-4.12913,-10.9388,-11.8545,-0.286913,-0.659281,-0.717394,249.32
1000,103587945390276608,41434,4,88,327,-6.43686,-15.9313,-17.3162,-0.316699,-0.647358,-0.714874,247.999
1000,103588014109753344,20883,1,40,109,-1.36218,2.90675,-0.178437,-0.118218,0.229297,0.0014592,115.109
1000,103588014109753344,21000,1,40,110,-1.41853,3.01482,-0.178437,-0.119099,0.228775,0.00096696,115.198
1000,103588014109753344,29380,2,41,219,-3.38858,6.38449,-0.172813,-0.139581,0.215666,0.00147711,117.957
1000,103588014109753344,36475,3,42,356,-5.97854,9.97739,-0.144688,-0.157837,0.197227,0.0020131,120.93
1000,103588014109753344,36475,3,43,356,-5.97854,9.97739,-0.144688,-0.157837,0.197227,0.0020131,120.93
1000,103588014109753344,42897,4,44,534,-9.74215,14.1034,-0.0940624,-0.18125,0.174747,0.00326618,124.635
1000,103588014109753344,42909,4,44,535,-9.88015,14.2371,-0.0884377,-0.181764,0.174034,0.00366766,124.76
1000,103588014109753344,43576,4,44,612,-9.70494,14.07,-0.0915627,-0.181188,0.174961,0.00242989,124.596
1000,103588014109753344,43583,4,44,613,-9.84394,14.2033,-0.0915627,-0.181834,0.174058,0.00326784,124.725
1000,103588082829230080,22153,1,105,118,1.48825,-2.88616,2.35847,0.157421,-0.284356,0.255682,297.278
1000,103588082829230080,29934,2,106,235,3.52523,-6.22336,5.42548,0.179106,-0.270091,0.254701,299.529
1000,103588082829230080,37606,3,107,434,6.16081,-9.82887,8.94345,0.201425,-0.253146,0.254578,302.08
1000,103588082829230080,43814,4,108,651,9.8422,-14.0185,13.3524,0.224311,-0.231419,0.255231,305.072
1000,103588082829230080,43830,4,108,652,9.96955,-14.1479,13.4956,0.225509,-0.23011,0.255294,305.171
1000,103588151548706816,21653,1,76,114,-2.59662,-1.81241,2.76247,-0.320999,-0.21239,0.358495,214.915
1000,103588151548706816,29711,2,75,227,-5.96639,-3.87702,6.43154,-0.333757,-0.190863,0.35669,213.016
1000,103588151548706816,29715,2,75,228,-6.15913,-3.98822,6.63697,-0.334066,-0.189598,0.357008,212.924
1000,103588151548706816,37456,3,74,421,-9.97464,-5.98192,10.6331,-0.346264,-0.166339,0.355866,210.952
1000,103588151548706816,37456,3,75,421,-9.97464,-5.98192,10.6331,-0.346264,-0.166339,0.355866,210.952
1000,103588151548706816,44218,4,74,709,-15.1613,-8.22003,15.8877,-0.358242,-0.136158,0.355949,208.465
1000,103588701321302017,21281,1,57,112,-3.14277,0.988347,-6.64288,-0.238503,0.200941,-0.0401612,162.543
1000,103588701321302017,28352,2,52,190,-6.18426,3.77441,-7.17844,-0.220927,0.219011,-0.0406577,148.603
1000,103588701321302017,35686,3,50,307,-9.16869,7.03995,-7.74656,-0.198973,0.238396,-0.0404274,142.482
1000,103588701321302017,42304,4,48,459,-12.6092,11.5893,-8.48238,-0.17354,0.256955,-0.0394675,137.413
1000,103588701321306114,21385,1,64,112,-3.2027,-0.0740244,-6.37156,-0.114574,-0.000200762,0.00588727,181.324
1000,103588838743474176,19641,1,94,100,-0.260444,-3.18383,-4.83423,-0.0120463,-0.270436,-0.392081,265.323
1000,103588838743474176,27828,2,95,168,-0.273904,-7.12248,-10.5559,0.0103,-0.270299,-0.391693,267.798
1000,103588838743474176,34737,3,96,221,0.108189,-11.5392,-17.0189,0.0365423,-0.266598,-0.391994,270.537
1000,103588838743474176,34742,3,96,222,0.132646,-11.7194,-17.2832,0.0374438,-0.266604,-0.391848,270.648
1000,103588838743474176,41057,4,97,255,1.20357,-17.1593,-25.3093,0.0681084,-0.261135,-0.39066,274.012
1000,103588976182427648,18296,1,75,82,-2.72795,-1.66538,-13.2739,-0.4509,-0.264122,-2.13786,211.404
1000,103589044901904384,18831,1,17,91,2.13062,2.46322,-7.2908,0.414239,0.493776,-1.40604,49.1411
1000,103589044901904384,27433,2,17,149,4.62387,5.5604,-15.9296,0.396371,0.510585,-1.40449,50.2541
1000,103589044901904384,34469,3,18,190,7.23478,9.05595,-25.4148,0.376658,0.525161,-1.40393,51.3787
1000,103589044901904384,40449,4,18,129,10.3637,13.705,-37.5877,0.346205,0.545944,-1.40328,52.9035
1000,103589113621381120,19259,1,66,97,-3.24356,-0.398842,-0.628877,-0.586197,-0.0627712,-0.0782046,187.01
1000,103589113621381120,28439,2,66,193,-7.17961,-0.751827,-1.14814,-0.587793,-0.0407175,-0.0772313,185.978
1000,103589113621381120,35765,3,65,313,-11.5537,-0.948313,-1.70237,-0.588783,-0.013686,-0.0749926,184.692
1000,103589113621381120,42377,4,65,469,-17.17,-0.918927,-2.41133,-0.587967,0.0195104,-0.0741873,183.064
1000,103589182340857856,20169,1,126,104,3.18898,-0.169247,-2.4496,0.339978,-0.0280054,-0.241869,356.962
1000,103589182340857856,28923,2,126,208,7.18753,-0.644248,-5.29365,0.337164,-0.0515889,-0.240901,354.878
1000,103589182340857856,35409,3,125,285,11.4103,-1.4824,-8.30967,0.332007,-0.0792093,-0.239337,352.598
1000,103589182340857856,35426,3,125,286,11.6202,-1.5299,-8.45657,0.331357,-0.0800975,-0.239846,352.5
1000,103589182340857856,42035,4,124,427,16.8523,-3.0379,-12.2764,0.322879,-0.109355,-0.238414,349.781
1000,103589251060334592,23313,1,51,127,-2.62543,1.794,0.241805,-0.267605,0.170671,0.0430235,145.655
1000,103589251060334592,30578,2,52,254,-6.15867,3.84431,0.820034,-0.277346,0.147454,0.0452218,148.027
1000,103589251060334592,37321,3,53,412,-10.0233,5.71294,1.46638,-0.287705,0.124202,0.0461662,150.318
1000,103589251060334592,43611,4,54,619,-15.4228,7.6632,2.32554,-0.299525,0.089517,0.0470134,153.578
1000,103589319779811328,18995,1,39,93,-1.1993,2.91124,-8.67283,-0.150336,0.388612,-1.1236,112.389
1000,103589319779811328,19033,1,39,94,-1.26611,3.08458,-9.17318,-0.148543,0.389431,-1.12352,112.316
1000,103589319779811328,27530,2,39,154,-2.55687,6.70061,-19.527,-0.129981,0.395794,-1.12303,110.886
1000,103589319779811328,34091,3,38,146,-3.79516,10.9393,-31.422,-0.104135,0.403541,-1.12232,109.133
1000,103589388516069377,26679,2,88,103,-2.48365,-6.80361,-22.7135,-0.0531938,-0.451334,0.132479,249.945
1000,103589388516069377,34272,3,90,167,-2.86201,-11.146,-21.4356,-0.0266837,-0.452983,0.132885,255.599
1000,103589388516069377,34283,3,90,168,-2.87315,-11.3529,-21.3756,-0.0261317,-0.453133,0.132282,255.798
1000,103589388516069377,34283,3,91,168,-2.87315,-11.3529,-21.3756,-0.0261317,-0.453133,0.132282,255.798
1000,103589388516069377,41463,4,92,330,-3.00352,-16.9969,-19.7288,0.00687487,-0.453296,0.131908,259.979
1000,103589388516073474,26922,2,30,120,0.588673,7.13565,-25.5491,0.0764388,0.203809,0.0130895,85.2839
1000,103589388516073474,34494,3,27,194,2.47462,11.3694,-25.2345,0.10087,0.191773,0.0152981,77.7207
1000,103589388516073474,41214,4,25,289,5.54053,16.2724,-24.8753,0.129029,0.173033,0.0137925,71.197
1000,103589457218764800,17604,1,63,65,-3.40038,0.0496855,-17.5799,-1.37753,0.0085088,-7.04117,179.163
1000,103589457218764800,18157,1,63,80,-3.19579,0.0484733,-16.5341,-1.37729,0.00934925,-7.04136,179.131
1000,103589525938241536,18993,1,35,93,-0.607356,3.11821,-11.1949,-0.110806,0.617403,-2.17443,101.022
1000,103589525938241536,26942,2,35,121,-1.23085,7.01236,-24.8337,-0.0874799,0.623193,-2.1731,99.9555
1000,103590281852485632,21336,1,61,112,-3.1777,0.369082,-3.88623,-0.390667,0.054318,-0.456163,173.375
1000,103590281852485632,28406,2,61,192,-7.15478,1.0457,-8.53247,-0.386938,0.0784091,-0.45467,171.685
1000,103590281852485632,35746,3,60,311,-11.3874,2.03743,-13.5375,-0.380305,0.102687,-0.454544,169.856
1000,103590281852485632,41759,4,59,388,-16.8563,3.78009,-20.177,-0.36912,0.135296,-0.454574,167.36
1000,103590831608299520,21887,1,89,116,-0.971103,-3.09415,6.41521,-0.0620207,-0.165918,0.35982,252.575
1000,103590831608299520,31569,2,88,295,-2.63694,-6.77973,14.6118,-0.0840068,-0.156253,0.359158,248.747
1000,103590831608299520,38620,3,86,530,-4.99793,-10.5349,23.6512,-0.105257,-0.141876,0.358699,244.62
1000,103590831608299520,38620,3,87,530,-4.99793,-10.5349,23.6512,-0.105257,-0.141876,0.358699,244.62
1000,103590831608299520,45491,4,85,949,-8.72731,-14.7745,35.4458,-0.125639,-0.118696,0.359622,239.43
1000,103590900327776256,19046,1,42,94,-1.55471,2.82679,-8.69447,-0.45226,0.841906,-2.52141,118.81
1000,103590900327776256,27534,2,41,155,-3.39946,6.37654,-19.2547,-0.429119,0.852434,-2.52136,118.063
1000,103590900327776256,27534,2,42,155,-3.39946,6.37654,-19.2547,-0.429119,0.852434,-2.52136,118.063
1000,103590900327776256,34100,3,41,147,-5.28893,10.274,-30.6818,-0.405153,0.864546,-2.52065,117.239
1000,103590900327776256,34104,3,41,148,-5.37878,10.4661,-31.2428,-0.404505,0.864986,-2.52056,117.2
1000,103590900327776256,40167,4,41,65,-7.63386,15.5187,-45.8595,-0.374033,0.877653,-2.52036,116.193
1000,103591037766729728,17859,1,127,72,3.19284,-0.100698,-16.2134,0.338757,-0.0211681,-1.6996,358.194
1000,103591037766729728,17887,1,127,73,3.42358,-0.116022,-17.3716,0.338785,-0.0221688,-1.69953,358.059
1000,103591587522543616,21379,1,62,112,-3.18785,0.189197,-4.47716,-0.406518,0.0135613,-0.545929,176.604
1000,103591587522543616,28411,2,63,192,-7.11909,0.192796,-9.74845,-0.406195,-0.0112347,-0.545437,178.449
1000,103591587522543616,34608,3,64,209,-11.7311,-0.0753104,-15.9393,-0.405508,-0.0363121,-0.544075,180.368
1000,103591587522543616,35115,3,64,260,-11.5431,-0.058617,-15.6861,-0.405497,-0.0358984,-0.544175,180.291
1000,103591587522543616,40939,4,64,235,-17.1416,-0.798377,-23.2484,-0.399992,-0.0695106,-0.544253,182.667
1000,103591587522543616,40939,4,65,235,-17.1416,-0.798377,-23.2484,-0.399992,-0.0695106,-0.544253,182.667
1000,103591999839404032,23631,1,77,130,-2.5475,-1.94173,10.0759,-0.248707,-0.178078,0.977512,217.315
1000,103591999839404032,32044,2,76,324,-5.99099,-4.21012,23.245,-0.26247,-0.157805,0.976676,215.097
1000,103591999839404032,39367,3,75,629,-9.74557,-6.26304,36.9422,-0.272889,-0.134884,0.976307,212.727
1000,103592068558880768,22079,1,108,118,1.79521,-2.61198,2.12921,0.293963,-0.411024,0.370242,304.501
1000,103592068558880768,29993,2,108,236,4.2503,-5.87416,5.12919,0.313627,-0.395441,0.370028,305.888
1000,103592068558880768,37627,3,109,435,7.07531,-9.24873,8.36112,0.330042,-0.373472,0.365528,307.416
1000,103592068558880768,43824,4,109,652,10.8727,-13.2465,12.3968,0.355004,-0.349582,0.363672,309.379
1000,103592068558880768,43824,4,110,652,10.8727,-13.2465,12.3968,0.355004,-0.349582,0.363672,309.379
1000,103592068558880768,43834,4,109,653,11.008,-13.3792,12.5353,0.355412,-0.34877,0.363809,309.447
1000,103592068558880768,43834,4,110,653,11.008,-13.3792,12.5353,0.355412,-0.34877,0.363809,309.447
1000,103592137278357504,22451,1,4,121,3.10405,0.647844,2.69238,0.164314,0.0245849,0.150281,11.7889
1000,103592137278357504,30139,2,2,241,7.09058,0.908675,6.31753,0.164963,-0.0013609,0.150415,7.30279
1000,103592137278357504,37714,3,0,443,11.6386,0.53075,10.5213,0.161094,-0.0270049,0.15114,2.61103
1000,103592137278357504,44414,4,126,741,17.1825,-0.905957,15.8156,0.152429,-0.0559545,0.150891,356.982
1000,103592137278357504,44414,4,127,741,17.1825,-0.905957,15.8156,0.152429,-0.0559545,0.150891,356.982
1000,103592205997834240,23686,1,88,131,-1.11219,-3.00894,9.80469,-0.368067,-1.02377,3.3869,249.714
1000,103592205997834240,23757,1,88,132,-1.15697,-3.13326,10.2174,-0.367195,-1.02424,3.38679,249.733
1000,103592205997834240,32088,2,89,327,-2.44418,-6.85986,22.4981,-0.343641,-1.03152,3.38652,250.389
1000,103592205997834240,39403,3,89,635,-3.78442,-11.0453,36.1838,-0.318898,-1.03986,3.38591,251.087
1000,103592274717310976,22105,1,112,118,2.26293,-2.19421,4.45066,0.111931,-0.121227,0.241241,315.883
1000,103592274717310976,22288,1,112,119,2.37373,-2.31632,4.69219,0.111052,-0.121434,0.241458,315.701
1000,103592274717310976,30952,2,110,268,4.81799,-5.33001,10.4286,0.0936456,-0.13331,0.241682,312.112
1000,103592274717310976,38232,3,109,487,7.11293,-9.13824,17.2717,0.0700415,-0.1417,0.244188,307.896
1000,103592274717310976,44802,4,107,807,9.10037,-14.6482,26.1587,0.0376712,-0.155852,0.241921,301.851
1000,103592343436787712,24958,1,30,156,0.29254,3.13243,21.036,0.0383723,0.310518,2.11449,84.6646
1000,103593580387368960,17950,1,22,75,1.46061,2.84104,-20.2196,0.211967,0.391041,-2.78927,62.7918
1000,103593717826322432,24056,1,4,137,3.11066,0.778947,10.6715,0.362454,0.100801,1.27219,14.0585
1000,103593717826322432,32239,2,5,338,6.96341,1.99061,24.3176,0.355112,0.124554,1.27152,15.9535
1000,103593786545799168,24446,1,57,143,-3.03065,1.06714,12.8444,-0.378014,0.121805,1.60976,160.602
1000,103593786545799168,24471,1,57,144,-3.13634,1.10238,13.296,-0.378388,0.121881,1.60962,160.634
1000,103593786545799168,32737,2,57,383,-6.84732,2.20304,28.9825,-0.383633,0.101391,1.60932,162.165
1000,103594886057426944,23079,1,38,125,-0.940469,3.00174,2.74029,-0.0727065,0.26396,0.255646,107.396
1000,103594886057426944,30452,2,37,250,-1.86823,6.96563,6.55562,-0.0502474,0.267893,0.2561,105.014
1000,103594886057426944,37915,3,36,457,-2.43885,11.3203,10.7041,-0.0218086,0.270864,0.255839,102.158
1000,103594886057426944,44545,4,34,763,-2.5373,17.0202,16.0698,0.0124126,0.271461,0.255096,98.479
1000,103594886057426944,44545,4,35,763,-2.5373,17.0202,16.0698,0.0124126,0.271461,0.255096,98.479
1000,103594954776903680,23246,1,48,126,-2.22955,2.22403,4.46786,-1.13599,1.11906,2.36125,135.071
1000,103594954776903680,23336,1,48,127,-2.35785,2.34928,4.73279,-1.13756,1.11802,2.36094,135.104
1000,103594954776903680,31348,2,48,284,-5.1126,5.00967,10.4142,-1.15198,1.09788,2.3628,135.583
1000,103594954776903680,31358,2,48,285,-5.24721,5.13789,10.69,-1.15267,1.09737,2.36264,135.603
1000,103594954776903680,38472,3,48,514,-8.31241,8.01524,16.9408,-1.16629,1.07879,2.36369,136.043
1000,103594954776903680,45030,4,48,849,-12.5082,11.8137,25.3631,-1.18836,1.05348,2.36348,136.636
1000,103595160935333888,19070,1,48,95,-2.35986,2.34512,-6.92451,-0.223204,0.234039,-0.652884,135.179
1000,103595160935333888,21117,1,48,110,-2.27224,2.25228,-6.66036,-0.22331,0.2333,-0.653153,135.253
1000,103595160935333888,21202,1,48,111,-2.39713,2.38182,-7.02407,-0.222727,0.233879,-0.653058,135.184
1000,103595160935333888,27560,2,47,156,-4.9314,5.20671,-14.7208,-0.206198,0.247429,-0.651924,133.444
1000,103595160935333888,34553,3,46,201,-7.59052,8.64198,-23.4965,-0.187079,0.262728,-0.651228,131.294
1000,103595298374287360,19136,1,59,96,-3.10745,0.735492,-11.1271,-0.375606,0.0981173,-1.32929,166.684
1000,103595298374287360,27010,2,58,127,-6.9061,1.82564,-24.6319,-0.370327,0.118171,-1.32861,165.192
1000,103595367093764096,20922,1,39,109,-1.1241,2.98999,-6.07,-0.200801,0.505655,-1.0028,110.604
1000,103595367093764096,20985,1,39,110,-1.20959,3.20144,-6.49045,-0.202533,0.505252,-1.0026,110.698
1000,103595367093764096,28277,2,39,186,-2.64877,6.60337,-13.3071,-0.221055,0.496518,-1.00243,111.857
1000,103595367093764096,28290,2,39,187,-2.73614,6.79975,-13.704,-0.222024,0.496248,-1.0023,111.919
1000,103595367093764096,34532,3,40,199,-4.56832,10.6702,-21.6027,-0.244455,0.485622,-1.00112,113.178
1000,103595367093764096,40882,4,40,220,-7.22472,15.5613,-31.8646,-0.273751,0.468587,-1.00112,114.904
1000,103595367093764096,40888,4,40,221,-7.32825,15.7384,-32.2439,-0.274732,0.46764,-1.00121,114.968
1000,103597909714403328,17883,1,126,72,3.18405,-0.256556,-15.3763,0.295683,-0.0455134,-1.38181,355.393
1000,103598047153356800,20533,1,17,107,2.12875,2.51908,-1.4958,0.344935,0.418591,-0.222081,49.8005
1000,103598047153356800,29162,2,17,213,4.70294,5.51222,-3.14056,0.361161,0.401906,-0.225631,49.5297
1000,103598047153356800,36274,3,17,345,7.65755,8.64371,-4.93373,0.379574,0.383463,-0.224436,48.4619
1000,103598047153356800,36302,3,17,346,7.79879,8.78679,-5.01697,0.380332,0.382674,-0.224385,48.4091
1000,103598322031263744,22026,1,100,117,0.704388,-3.08428,3.41618,0.27397,-1.15965,1.35768,282.865
1000,103598322031263744,30907,2,100,266,1.70234,-7.0972,8.12131,0.299853,-1.15377,1.3565,283.488
1000,103598322031263744,37569,3,100,431,2.80732,-11.1977,12.9367,0.3223,-1.14956,1.35408,284.074
1000,103598322031263744,37569,3,101,431,2.80732,-11.1977,12.9367,0.3223,-1.14956,1.35408,284.074
1000,103598322031263744,37586,3,100,432,2.85903,-11.3824,13.1543,0.323685,-1.14938,1.35385,284.1
1000,103598322031263744,37586,3,101,432,2.85903,-11.3824,13.1543,0.323685,-1.14938,1.35385,284.1
1000,103598322031263744,44310,4,101,725,4.38901,-16.564,19.2761,0.353543,-1.14097,1.35264,284.841
1000,103598459470217216,23977,1,127,136,3.19622,-0.040793,9.96349,0.332646,0.00513857,1.05765,359.269
1000,103598459470217216,24043,1,127,137,3.39591,-0.0369026,10.5965,0.33223,0.00686925,1.05773,359.377
1000,103598459470217216,32218,2,0,337,7.31675,0.186949,23.059,0.331771,0.0302741,1.05666,1.46364
1000,103598459470217216,39495,3,1,651,11.5893,0.77327,36.7039,0.328404,0.0575674,1.05596,3.81727
1000,103599077945507840,24826,1,7,153,2.90959,1.20402,16.6224,0.366525,0.141294,2.09914,22.4803
1000,103599077945507840,24867,1,7,154,3.08055,1.27062,17.6042,0.367117,0.140241,2.09897,22.4144
1000,103606087332134912,24394,1,50,143,-2.58113,1.99999,12.2553,-0.589946,0.478931,2.85233,142.23
1000,103606087332134912,32362,2,50,349,-5.67685,4.43275,27.0622,-0.603506,0.45907,2.85208,142.016
1000,112590471720599552,23230,1,41,126,-1.50255,2.87338,3.87773,-0.250562,0.500035,0.669789,117.606
1000,112590471720599552,31311,2,41,283,-3.22752,6.50214,8.664,-0.229885,0.512008,0.667473,116.399
1000,112590471720599552,37941,3,40,459,-4.92342,10.5047,13.8238,-0.207372,0.520617,0.665082,115.112
1000,112590471720599552,44567,4,40,766,-6.82772,15.7429,20.4606,-0.175647,0.530879,0.66546,113.446
1000,112590884037459968,24640,1,83,147,-1.87058,-2.58853,14.1951,-0.213736,-0.311954,1.67801,234.147
1000,112590884054241281,38980,3,71,575,-10.7468,-4.08597,32.3554,-0.130269,0.0641946,-0.0224364,200.817
1000,112590952756936704,23985,1,125,136,3.17567,-0.405161,9.81163,0.243537,-0.0218761,0.747234,352.729
1000,112590952756936704,32202,2,126,336,7.18509,-0.585742,21.955,0.246694,0.00095702,0.74583,355.339
1000,112590952756936704,39491,3,127,650,11.5768,-0.363126,35.4538,0.241989,0.0247313,0.746473,358.203
1000,112591021476413440,22608,1,14,122,2.37108,2.06492,4.98752,0.173355,0.138036,0.352097,41.0519
1000,112591021476413440,31138,2,13,276,5.7024,4.47553,11.5128,0.186622,0.119437,0.351519,38.1266
1000,112591021476413440,38331,3,12,499,9.44024,6.55935,18.3391,0.198544,0.0955687,0.351617,34.7927
1000,112591021476413440,38341,3,12,500,9.62271,6.64668,18.6611,0.199679,0.0937346,0.351426,34.6339
1000,112591021476413440,44902,4,10,826,14.8938,8.64248,27.693,0.21039,0.0620877,0.351543,30.1255
1000,112591227634843648,21706,1,83,115,-1.87051,-2.58856,5.28685,-0.119051,-0.181444,0.360422,234.148
1000,112591227634843648,30820,2,84,262,-3.93932,-6.17662,12.1635,-0.0974398,-0.193886,0.359864,237.471
1000,112591227634843648,38146,3,85,477,-5.63018,-10.0586,19.0855,-0.0769017,-0.205649,0.357432,240.763
1000,112591227634843648,45143,4,87,872,-7.20071,-15.4869,28.3366,-0.0448696,-0.213643,0.357613,245.064
1000,112591227634843648,45151,4,87,873,-7.23484,-15.6654,28.6343,-0.0426302,-0.213805,0.357728,245.211
1000,112591502512750592,17722,1,92,68,-0.485463,-3.17114,-13.9562,-0.128892,-0.903418,-3.96338,261.296
1000,112591502512750592,18416,1,92,84,-0.477914,-3.12198,-13.7322,-0.129314,-0.903267,-3.96345,261.297
1000,112592120988041216,22705,1,18,123,1.96394,2.54354,1.93075,0.272646,0.368371,0.275497,52.3272
1000,112592120988041216,30276,2,19,245,4.21589,5.751,4.27279,0.254415,0.381885,0.273537,53.7559
1000,112592120988041216,37107,3,19,398,6.54994,9.45223,6.85666,0.234691,0.395653,0.270544,55.2799
1000,112592120988041216,37119,3,19,399,6.65026,9.62282,6.97293,0.233099,0.396467,0.270646,55.3519
1000,112592120988041216,37810,3,19,451,6.67531,9.66597,7.00249,0.232627,0.396533,0.270832,55.3711
1000,112592120988041216,43986,4,20,676,9.2934,14.519,10.287,0.202438,0.410701,0.272982,57.3773
1000,112592258426994688,22645,1,10,122,2.8358,1.54463,1.36575,0.896302,0.498457,0.437686,28.5767
1000,112592258426994688,30180,2,10,243,6.24726,3.49252,3.03968,0.884944,0.518458,0.43644,29.2073
1000,112592258426994688,37052,3,10,395,10.0656,5.79193,4.94717,0.870114,0.539573,0.438849,29.9169
1000,112592258426994688,43942,4,10,670,14.7568,8.81771,7.32319,0.85171,0.5695,0.435539,30.8598
1000,112592258426994688,43942,4,11,670,14.7568,8.81771,7.32319,0.85171,0.5695,0.435539,30.8598
1000,112592327146471424,20357,1,8,105,2.92021,1.32366,-2.13917,0.209384,0.0851035,-0.150024,24.3836
1000,112592327146471424,20480,1,8,106,3.05156,1.3774,-2.23325,0.209554,0.0845437,-0.15002,24.2933
1000,112592327146471424,29019,2,7,210,6.66721,2.62882,-4.79843,0.215659,0.0627309,-0.150999,21.5189
1000,112592327146471424,35471,3,6,289,10.9695,3.61553,-7.8574,0.218335,0.037228,-0.154064,18.2421
1000,112592327146471424,42064,4,4,432,16.5577,4.19603,-11.7892,0.220964,0.00573792,-0.153526,14.2204
1000,112592327146471424,42064,4,5,432,16.5577,4.19603,-11.7892,0.220964,0.00573792,-0.153526,14.2204
1000,112592327146471424,42068,4,4,433,16.7562,4.20073,-11.9271,0.220676,0.00447402,-0.153889,14.0738
1000,112592327146471424,42068,4,5,433,16.7562,4.20073,-11.9271,0.220676,0.00447402,-0.153889,14.0738
1000,112592395865948160,30026,2,118,238,6.39584,-3.19635,5.53853,0.429673,-0.190934,0.364287,333.446
1000,112592395865948160,37678,3,119,439,10.5665,-4.88928,9.02702,0.440163,-0.16478,0.363544,335.169
